aadt_rank,section_id,highway,section,county,section_description,section_length_km,current_year,current_aadt,prior_year,prior_aadt,yoy_growth_pct,growth_rank,capacity_threshold,over_capacity
352,4180,4,180,CB,BEN EOIN-ST ANDREWS CHANNEL LINE TO BEN EOIN-EAST BAY LINE,9.06,2023,3280,2020,2780,5.67,,10000,false
354,10045,10,45,LUN,NORTH BRANCH LAHAVE RIVER BRIDGE (PINEHURST) TO BRUHM RD (WEST NORTHFIELD),6.77,2024,3270,2021,3550,-2.7,,10000,false
355,7100,7,100,ANT,OHIO EAST RD (GASPEREAUX LAKE) TO WEST RIVER BRIDGE,7.31,2023,3240,2020,2870,4.12,,10000,false
356,4070,4,70,ANT,HWY 104 (EXIT 37) TO TK 16 (MONASTERY),1.41,2023,3230,2020,3080,1.6,,10000,false
357,101223,101,223,ANN,EXIT 23A (MARY JANE RILEY RD) TO EXIT 23 (DEEP BROOK INTER/C),5.18,2024,3220,2021,3250,-0.31,,10000,false
357,14080,14,80,HAN,SANGSTER BRIDGE RD (WINDSOR FORKS) TO NEW ROSS RD (VAUGHN),12.2,2025,3220,2024,2740,17.52,,10000,false
359,305010,305,10,CB,HWY 105 (BRAS D'OR) TO LITTLE POND RD (FLORENCE),2.47,2023,3160,2020,3560,-3.9,,10000,false
360,103200,103,200,SHE,EXIT 24 (JORDAN FALLS INTER/S) TO EXIT 25 (EAST END SHELBURNE BYPASS),5.72,2024,3150,2021,3480,-3.27,,10000,false
361,101260,101,260,DIG,EXIT 27 (TK 1)(WEYMOUTH NORTH) TO EXIT 28 (TK 1)(ST BERNARD),6.54,2024,3120,2021,2660,5.46,,10000,false
361,103225,103,225,SHE,CLINTON RD TO EXIT 28 (CLYDE RIVER),5.39,2024,3120,2021,3120,0.0,,10000,false
363,101280,101,280,DIG,EXIT 31 (METEGHAN) TO EXIT 32 (HECTANOOGA RD INTER/C),12.16,2024,3100,2021,2770,3.82,,10000,false
364,103220,103,220,SHE,EXIT 27 (TK 3) (BIRCHTOWN) TO CLINTON RD,7.96,2024,3080,2021,3140,-0.64,,10000,false
365,1205,1,205,ANN,BRICKTON - MIDDLETON LINE TO LAWRENCETOWN LANE,7.9,2024,3020,2023,2830,6.71,,10000,false
366,7030,7,30,HFX,HWY 107 (EAST PRESTON) TO MINESVILLE RD,5.02,2024,2990,2023,3270,-8.56,,10000,false
367,3280,3,280,SHE,RTE 330 (BARRINGTON PASSAGE) TO SHAG HBR-LOWER SHAG HBR LINE,8.36,2024,2960,2021,3550,-5.88,,10000,false
368,2080,2,80,HAN,RTE 277 (LANTZ) TO TK 14 (MILFORD STATION),8.84,2025,2940,2024,3500,-16.0,,10000,false
368,2095,2,95,COL,ALTON RD (ALTON) TO RTE 289 (BROOKFIELD),7.03,2025,2940,2024,1450,102.76,,10000,false
370,103215,103,215,SHE,EXIT 26 (RTE 203)(OHIO RD) TO EXIT 27 (TK 3) (BIRCHTOWN),6.94,2024,2930,2021,3080,-1.65,,10000,false
371,334010,334,10,YAR,TK 3 (ARCADIA) TO PLYMOUTH-UPPER WEDGEPORT LINE,8.41,2024,2920,2021,2930,-0.11,,10000,false
372,6040,6,40,CUM,RTE 321 (PORT PHILIP) TO GOLF SHORE RD (PUGWASH),7.07,2025,2900,2022,2900,0.0,,10000,false
373,4178,4,178,CB,LOCH LOMAND RD TO BEN EOIN-ST ANDREWS CHANNEL LINE,5.03,2023,2890,2020,2200,9.52,,10000,false
374,329010,329,10,LUN,TK 3 (HUBBARDS) TO MILL COVE RD (MILL COVE),5.46,2024,2860,2021,2050,11.74,,10000,false
375,311020,311,20,COL,ONSLOW RD (NORTH RIVER) TO TRURO RD (NORTH RIVER),5.23,2025,2840,2022,2920,-0.92,,10000,false
375,3155,3,155,LUN,CROSS RD (HEBBVILLE) TO HWY 103 (HEBBS CROSS),4.44,2024,2840,2021,2660,2.21,,10000,false
377,28010,28,10,CB,TK 4 (GLACE BAY) TO DOMINION-GLACE BAY LINE,3.84,2014,2820,2011,6030,-22.38,181,10000,false
377,3040,3,40,HFX,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),7.83,2025,2820,2024,1940,45.36,,10000,false
379,308020,308,20,YAR,HWY 103 (EXIT 33)(TUSKET) TO TK 3 SOUTH (TUSKET),1.45,2024,2810,2021,2580,2.89,,10000,false
379,347005,347,5,PIC,TK 4 (NEW GLASGOW) TO NEW GLASGOW TOWN LINE,1.12,2013,2810,2010,3110,-3.32,,10000,false
381,103180,103,180,QUE,EXIT 21 (PORT MOUTON) TO EXIT 22 (PORT JOLI),7.5,2024,2750,2021,2700,0.61,,10000,false
381,1190,1,190,ANN,KINGS-ANNAPOLIS COUNTY LINE TO WILMOT - MIDDLETON LINE,8.22,2021,2750,2018,7950,-29.8,187,10000,false
381,302020,302,20,CUM,SOUTHHAMPTON RD (NAPPAN) TO RTE 242 (MACCAN),5.05,2025,2750,2022,1200,31.84,,10000,false
384,1235,1,235,ANN,GRANVILLE FERRY/ANNAPOLIS ROYAL LINE TO ALLAINS RIVER BRIDGE,1.94,2024,2740,2021,2940,-2.32,,10000,false
385,354005,354,5,HFX,KINSAC RD TO HALIFAX-HANTS COUNTY LINE,7.8,2025,2720,2024,2730,-0.37,,10000,false
386,12020,12,20,KIN,ENGLISH MOUNTAIN RD (SOUTH ALTON) TO BUTLER RD (MURPHY LAKE),12.17,2024,2710,2021,2340,5.01,,10000,false
386,28025,28,25,CB,SCOTCHTOWN-NEW WATERFORD LINE TO NEW WATERFORD-NEW VICTORIA LINE,2.66,2023,2710,2020,2940,-2.68,,10000,false
388,1297,1,297,DIG,MAJOR RD (BELLIVEAUS COVE) TO LITTLE BROOK RD (LITTLE BROOK),10.42,2024,2680,2021,2480,2.62,,10000,false
389,1095,1,95,HAN,WINDSOR-FALMOUTH LINE TO FALMOUTH CONN,1.16,2025,2660,2024,6650,-60.0,196,10000,false
390,327025,327,25,CB,CARIBOU MARSH RD (CARIBOU MARSH) TO GRAND MIRA NORTH RD (MARION BRIDGE),8.66,2023,2640,2020,1250,28.3,,10000,false
391,201040,201,40,KIN,ANNAPOLIS/KINGS COUNTY LINE TO ROCKNOTCH RD,3.12,2024,2630,2021,4490,-16.33,,10000,false
391,2120,2,120,COL,HWY 102 INTER/C (ONSLOW) TO CROWES MILLS RD (ONSLOW) (COMMON WITH TK 4),3.91,2025,2630,2022,4970,-19.12,,10000,false
391,4003,4,3,CUM,ROUTE 307 (WENTWORTH CENTRE) TO ROUTE 246 (WENTWORTH),4.1,2025,2630,2022,2220,5.81,,10000,false
391,4009,4,9,COL,CROWES MILLS RD TO HIGHWAY 102 INTER/C (COMMON WITH TK 2),3.92,2025,2630,2022,4970,-19.12,,10000,false
391,4175,4,175,CB,MIDDLE CAPE-BIG POND CENTRE LINE TO LOCH LOMAND RD,6.75,2023,2630,2020,2090,7.96,,10000,false
396,239020,239,20,CB,WESTMOUNT RD TO MURPHY RD EAST,3.63,2023,2610,2020,2580,0.39,,10000,false
396,360020,360,20,KIN,HWY 101 (EXIT 15) TO RTE 221,3.76,2024,2610,2021,2300,4.3,,10000,false
396,6140,6,140,PIC,THREE BROOKS RD (THREE BROOKS) TO PICTOU ROTARY,5.81,2025,2610,2021,1110,23.83,,10000,false
399,320010,320,10,RIC,TK 4 (GRAND ANSE) TO RTE 206 (MARTINIQUE),7.73,2023,2600,2020,2330,3.72,,10000,false
400,101270,101,270,DIG,EXIT 28 (TK 1)(ST BERNARD) TO EXIT 29 (LITTLE BROOK),14.82,2024,2590,2021,2140,6.57,,10000,false
400,3020,3,20,HFX,HWY 103 (EXIT 4) TO RTE 333 (UPPER TANTALLON),8.72,2025,2590,2024,5180,-50.0,193,10000,false
400,6035,6,35,CUM,TIDNISH LINDEN RD (LINDEN) TO RTE 321 (PORT PHILIP),7.7,2025,2590,2022,1240,27.83,,10000,false
403,4004,4,4,CUM,ROUTE 246 (WENTWORTH) TO CUMBERLAND/COLCHESTER COUNTY LINE,9.24,2025,2580,2022,2210,5.3,,10000,false
404,10015,10,15,ANN,MIDDLETON TOWN LINE TO RTE 201 (NICTAUX),2.11,2024,2570,2021,1100,32.69,,10000,false
405,12040,12,40,LUN,FORTIES RD (NEW ROSS) TO SEFFERN LAKE RD,7.0,2024,2560,2021,2500,0.79,,10000,false
406,4170,4,170,CB,RICHMOND-CAPE BRETON COUNTY LINE TO MIDDLE CAPE-BIG POND CENTRE LINE,8.39,2023,2550,2020,1910,10.11,,10000,false
407,103240,103,240,YAR,EXIT 30 TO SHELBURNE/YARMOUTH COUNTY LINE,3.79,2024,2530,2021,2100,6.41,,10000,false
407,14045,14,45,HAN,ASHDALE RD (MACKAY SECTION) TO RTE 215 (BROOKLYN),4.06,2025,2530,2024,2510,0.8,,10000,false
409,103182,103,182,QUE,EXIT 22 (PORT JOLI) TO QUEENS/SHELBURNE COUNTY LINE,8.11,2024,2520,2021,2430,1.22,,10000,false
409,4165,4,165,RIC,HAY COVE RD TO RICHMOND-CAPE BRETON COUNTY LINE,12.61,2023,2520,2020,1770,12.5,,10000,false
411,347010,347,10,PIC,NEW GLASGOW TOWN LINE TO HWY 104 (EXIT 26),2.14,2025,2510,2022,2530,-0.26,,10000,false
412,374010,374,10,PIC,HWY 104 (NEW GLASGOW) TO MARSHDALE RD (HOPEWELL),11.15,2025,2500,2022,2020,7.37,,10000,false
413,103185,103,185,SHE,QUEENS/SHELBURNE COUNTY LINE TO EXIT 23 (SABLE RIVER INTER/S),9.53,2024,2480,2021,2520,-0.53,,10000,false
413,103210,103,210,SHE,EXIT 25 (END SHELBURNE BY-PASS) TO EXIT 26 (RTE 203) (OHIO RD),4.03,2024,2480,2021,2590,-1.44,,10000,false
413,289010,289,10,COL,UPPER BROOKFIELD RD (BROOKFIELD) TO CLOVERDALE RD (MIDDLE STEWIACKE),11.59,2025,2480,2022,1920,8.91,,10000,false
416,335010,335,10,YAR,TK 3 (PUBNICO) TO POND RD (LOWER WEST PUBNICO),8.17,2024,2460,2021,2810,-4.34,,10000,false
417,1293,1,293,DIG,ST BERNARD - WEYMOUTH LINE TO MAJOR RD (BELLIVEAUS COVE),5.91,2024,2450,2021,2360,1.26,,10000,false
417,207030,207,30,HFX,BELLEFONTAINE RD TO TK 7,4.61,2025,2450,2024,2530,-3.16,,10000,false
417,6015,6,15,CUM,AMHERST TOWN LINE (EAST) TO ROUTE 366,1.62,2025,2450,2022,1300,23.52,,10000,false
420,4160,4,160,RIC,SOLDIER'S COVE RD TO HAY COVE RD,8.58,2025,2445,2024,2390,2.3,,10000,false
421,348050,348,50,PIC,TRENTON NORTH LINE TO LOWER RD (PICTOU LANDING),6.1,2025,2440,2022,2050,5.98,,10000,false
422,2130,2,130,COL,CROWES MILLS RD (ONSLOW) TO HWY 104 INTER/C (MASSTOWN) (COMMON WITH TK 4),10.75,2025,2430,2022,2130,4.49,,10000,false
422,3045,3,45,HFX,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,3.77,2025,2430,2024,2010,20.9,,10000,false
422,359010,359,10,KIN,KENTVILLE TOWN LINE TO RTE 221 (CENTREVILLE),5.73,2024,2430,2021,2070,5.49,,10000,false
422,4008,4,8,COL,COBEQUID PASS (MASSTOWN) TO CROWES MILLS RD (COMMON WITH TK 2),10.74,2025,2430,2022,2130,4.49,,10000,false
426,103190,103,190,SHE,EXIT 23 (SABLE R INTER/S) TO EXIT 24 (JORDAN FALLS INTER/S),13.71,2024,2420,2021,2390,0.42,,10000,false
426,104270,104,270,ANT,EXIT 30 (JAMES R INTER/C) TO EXIT 31 (ADDINGTON FORKS RD),9.13,2020,2420,2019,3850,-37.14,,10000,false
426,107060,107,60,HFX,EXIT 21 (EAST CHEZZETCOOK INTER/C) TO TK 7 (MUSQUODOBOIT HARBOUR),6.97,2025,2420,2024,4780,-49.37,,10000,false
426,4020,4,20,PIC,HWY 104 (EXIT 27) TO INTER/S AT RTE 245,1.67,2025,2420,2022,1120,29.28,,10000,false
430,2145,2,145,COL,GREAT VILLAGE LORNEVALE RD TO EAST MONTROSE RD (PORTAPIQUE),9.18,2025,2410,2022,2450,-0.55,,10000,false
430,289061,289,61,PIC,NEW GLASGOW TOWN LINE EAST TO RTE 348 (LITTLE HARBOUR),8.05,2025,2410,2022,1910,8.06,,10000,false
432,212010,212,10,HFX,EXIT 5A HWY 102 (AEROTECH PARK) TO OLDHAM RD (GOFFS),7.16,2025,2390,2024,2050,16.59,,10000,false
433,277015,277,15,HFX,MILFORD RD (CARROLLS CORNER) TO RTE 224 (GAYS RIVER),2.74,2025,2380,2024,1980,20.2,,10000,false
433,311025,311,25,COL,TRURO RD (NORTH RIVER) TO CROSS RD (NORTH RIVER),9.46,2025,2380,2022,2310,1.0,,10000,false
435,7105,7,105,ANT,WEST RIVER BRIDGE TO HWY 104 (EXIT 32),1.45,2023,2370,2020,3750,-14.18,,10000,false
436,289005,289,5,COL,HWY 102 INTER/C (BROOKFIELD) TO TK 2 (BROOKFIELD),1.03,2025,2360,2024,4930,-52.13,,10000,false
437,330020,330,20,SHE,STONEY ISLAND RD (CENTREVILLE) TO CLARK'S HARBOUR TOWN LINE,5.81,2024,2350,2021,2720,-4.76,,10000,false
438,1065,1,65,HAN,RTE 202 (LAKELANDS) TO RTE 215 (NEWPORT CORNER),9.75,2024,2320,2023,2050,13.17,,10000,false
439,201030,201,30,ANN,TK 10 (NICTAUX) TO ANNAPOLIS/KINGS COUNTY LINE,9.31,2024,2300,2021,1870,7.14,,10000,false
440,103245,103,245,YAR,SHELBURNE/YARMOUTH COUNTY LINE TO EXIT 31 (PUBNICO INTER/C),13.99,2024,2290,2021,2100,2.93,,10000,false
440,19020,19,20,INV,CRAIGMORE-LONG POINT LINE TO RIVER DENYS RD (JUDIQUE),10.01,2023,2290,2020,1660,11.32,,10000,false
442,1210,1,210,ANN,LAWRENCETOWN LANE TO PARADISE LANE,4.54,2024,2280,2021,1530,14.22,,10000,false
442,255015,255,15,CB,GLACE BAY SOUTH LINE TO NUMBER SIX MINES RD (PORT CALEDONIA),5.11,2023,2280,2020,2440,-2.24,,10000,false
444,19025,19,25,INV,RIVER DENYS RD (JUDIQUE) TO SHORE RD NORTH,3.32,2023,2270,2020,1710,9.9,,10000,false
444,30063,30,63,INV,CHETICAMP BACK RD (POINT CROSS) TO CAP LE MOINE-TERRE NOIRE LINE,13.48,2023,2270,2020,740,45.3,,10000,false
446,14060,14,60,HAN,HWY 101 INTER/C TO TK 1 (GARLANDS CROSSING),0.93,2025,2260,2023,5360,-35.07,189,10000,false
447,101275,101,275,DIG,EXIT 29 (LITTLE BROOK) TO EXIT 31 (METEGHAN),15.46,2024,2250,2021,1880,6.17,,10000,false
447,1330,1,330,YAR,RICHMOND RD (PORT MAITLAND) TO RTE 340 (HEBRON),11.03,2024,2250,2023,4590,-50.98,,10000,false
449,1310,1,310,DIG,METEGHAN RIVER BRIDGE TO SALMON RIVER RD (SALMON RIVER),20.83,2024,2240,2021,3130,-10.55,,10000,false
449,224060,224,60,HAN,TK 2 (SHUBENACADIE) TO TK 14 (MILFORD),6.01,2025,2240,2024,1750,28.0,,10000,false
449,7060,7,60,HFX,RTE 224 (SHEET HARBOUR) TO RTE 374,3.6,2025,2240,2024,2550,-12.16,,10000,false
452,1160,1,160,KIN,CAMBRIDGE MOUNTAIN RD (CAMBRIDGE) TO RTE 360 (BERWICK),8.51,2025,2230,2024,8410,-73.48,197,10000,false
453,2240,2,240,CUM,AMHERST TOWN LINE NORTH TO WESTBOUND 104 ACCESS RAMP (EXIT 2),3.0,2025,2210,2022,1560,12.31,,10000,false
454,332010,332,10,LUN,TK 3 (CENTRE) TO KINGSBURG RD (ROSE BAY),11.69,2024,2200,2021,2080,1.89,,10000,false
455,210025,210,25,LUN,KNOX RD TO RTE 325,9.55,2024,2180,2021,1820,6.2,,10000,false
455,6080,6,80,COL,CUMBERLAND-COLCHESTER COUNTY LINE TO LAKE RD (TATAMAGOUCHE),9.84,2025,2180,2024,2250,-3.11,,10000,false
457,16033,16,33,GUY,GREEN ST TO LARRYS RIVER RD,1.88,2020,2170,2017,2530,-4.99,,10000,false
458,354015,354,15,HAN,RTE 202 (GORE) TO RTE 236 (KENNETCOOK),6.17,2025,2160,2024,1960,10.2,,10000,false
459,4005,4,5,COL,CUMBERLAND/COLCHESTER COUNTY LINE TO COBEQUID PASS (GLENHOLME),16.22,2025,2150,2024,2050,4.88,,10000,false
460,3195,3,195,QUE,LIVERPOOL WEST LINE TO HWY 103 CONNECTOR (EXIT 20A),0.8,2024,2140,2021,1870,4.6,,10000,false
461,19015,19,15,INV,CREIGNISH MOUNTAIN RD TO CRAIGMORE-LONG POINT LINE,7.02,2023,2130,2020,1660,8.67,,10000,false
461,224047,224,47,HFX,COOKS BROOK RD TO RTE 277 (GAYS RIVER),6.03,2025,2130,2024,790,169.62,,10000,false
463,28045,28,45,CB,SYDNEY TOWN  LINE  TO TK 4 (SYDNEY),4.18,2014,2120,2011,4180,-20.25,,10000,false
464,207025,207,25,HFX,WEST LAWRENCETOWN RD TO WEST PORTERS LAKE RD,5.95,2025,2100,2024,2600,-19.23,,10000,false
464,341020,341,20,KIN,GIBSON RD (UPPER DYKE VILLAGE) TO RTE 358 (CANARD),5.04,2024,2100,2021,2400,-4.35,,10000,false
466,14030,14,30,HAN,RTE 354 (UPPER RAWDON) TO RTE 202 (RAWDON),12.35,2024,2090,2023,2120,-1.42,,10000,false
466,205010,205,10,VIC,HWY 105 (WEST OF BADDECK) TO BADDECK EAST LINE,3.02,2023,2090,2020,820,36.6,,10000,false
466,206015,206,15,RIC,BOSDETS POINT RD (WEST ARICHAT) TO RTE 320 (ARICHAT),6.13,2023,2090,2020,2100,-0.16,,10000,false
466,216027,216,27,CB,BOURINOT RD TO TK 4 (EAST BAY),4.85,2023,2090,2020,1920,2.87,,10000,false
470,19042,19,42,INV,BLACKSTONE RD (BLACK RIVER) TO STRATHLORNE-SCOTSVILLE RD,7.9,2023,2070,2020,1397,14.01,,10000,false
470,255010,255,10,CB,TK 4 (GLACE BAY) TO GLACE BAY SOUTH LINE,2.57,2014,2070,2011,4200,-21.01,,10000,false
472,12033,12,33,LUN,ADAMS RD (HARRISTON) TO FORTIES RD (NEW ROSS),5.29,2024,2060,2021,2140,-1.26,,10000,false
472,215040,215,40,HAN,TK 14 (BROOKLYN) TO TK 1 (NEWPORT CORNER),5.42,2025,2060,2024,2740,-24.82,,10000,false
472,325020,325,20,LUN,MONK RD (BAKERS SETTLEMENT) TO HWY 103 INTER/C,11.97,2024,2060,2021,4320,-21.87,,10000,false
475,236010,236,10,HAN,RTE 215 (UNION CORNER) TO GREENFIELD RD (MOSHERVILLE),9.24,2024,2040,2023,1950,4.62,,10000,false
476,215010,215,10,HAN,TK 2 (SHUBENACADIE) TO HWY 102 INTER/C,2.49,2025,2030,2024,1890,7.41,,10000,false
477,333040,333,40,HFX,PEGGYS POINT RD TO PAULS POINT RD (HACKETTS COVE),8.81,2025,2020,2024,860,134.88,,10000,false
478,1230,1,230,ANN,YOUNG'S MOUNTAIN RD (BELLEISLE) TO GRANVILLE FERRY/ANNAPOLIS ROYAL LINE,9.96,2024,2010,2023,2710,-25.83,,10000,false
478,1257,1,257,ANN,BURNS HILL RD (DEEP BROOK) TO HWY 101 INTER/C (DEEP BROOK),4.13,2024,2010,2021,2230,-3.4,,10000,false
480,1212,1,212,ANN,PARADISE LANE TO HWY 101 INTER/C,5.56,2024,2000,2021,2230,-3.56,,10000,false
480,334020,334,20,YAR,PLYMOUTH-UPPER WEDGEPORT LINE TO STONE RD (LOWER WEDGEPORT),8.58,2024,2000,2021,2230,-3.56,,10000,false
482,1080,1,80,HAN,HWY 101 (ST CROIX) TO WINDSOR-GARLANDS CROSSING LINE,8.96,2024,1980,2023,2010,-1.49,,10000,false
482,12041,12,41,LUN,SEFFERN LAKE RD TO CHESTER GRANT RD,11.58,2024,1980,2022,2170,-4.48,,10000,false
482,245010,245,10,PIC,HWY 104 (SUTHERLAND RIVER) TO FORBES MILL RD (MERIGOMISH),7.44,2025,1980,2022,1860,2.11,,10000,false
485,30065,30,65,INV,CAP LE MOINE-TERRE NOIRE LINE TO RTE 219 (MARGAREE HBR),6.29,2023,1970,2020,1320,14.28,,10000,false
486,358020,358,20,KIN,RTE 341 (CANARD) TO WOODSIDE RD,6.83,2024,1960,2021,1530,8.61,,10000,false
487,331020,331,20,LUN,NEW CUMBERLAND RD (PLEASANTVILLE) TO FERRY TERMINAL,8.78,2024,1950,2021,2050,-1.65,,10000,false
487,3325,3,325,YAR,RTE 308 (TUSKET) TO RTE 334 (ARCADIA),9.82,2024,1950,2021,2060,-1.81,,10000,false
489,2090,2,90,COL,STEWIACKE TOWN LINE NORTH TO ALTON RD (ALTON),5.77,2025,1940,2022,960,26.43,,10000,false
489,3290,3,290,SHE,SHAG HBR-LOWER SHAG HBR LINE TO CEMETERY RD (LOWER WOODS HARBOUR),7.45,2021,1940,2018,990,25.14,,10000,false
491,14095,14,95,LUN,CHESTER GRANT RD (WINDSOR RD) TO HWY 103 (EXIT 8),4.35,2024,1930,2023,2510,-23.11,,10000,false
491,236055,236,55,COL,BLACK ROCK RD TO CARRIAGE LANE (LR TRURO),5.67,2025,1930,2022,1750,3.32,,10000,false
493,221030,221,30,KIN,RTE 359 (CENTREVILLE) TO RTE 358 (CANNING),8.87,2024,1920,2021,1640,5.39,,10000,false
493,224040,224,40,HFX,RTE 357 (MIDDLE MUSQUODOBOIT) TO MEADOW RD (CHASWOOD),5.31,2025,1920,2024,1570,22.29,,10000,false
495,4006,4,6,COL,COBEQUID PASS (GLENHOLME) TO TK 2 (GLENHOLME),1.37,2025,1910,2022,1820,1.62,,10000,false
496,19028,19,28,INV,SHORE RD NORTH TO MAIN ST (PORT HOOD),13.54,2023,1900,2020,1380,11.25,,10000,false
497,223047,223,47,CB,UPPER LEITCHES CREEK RD TO HWY 125 (LEITCHES CREEK),5.42,2023,1890,2020,1450,9.24,,10000,false
497,247010,247,10,RIC,TK 4 (ST PETERS) TO SALMON RIVER RD (L'ARDOISE),9.84,2023,1890,2020,1740,2.79,,10000,false
497,311027,311,27,COL,CROSS RD (NORTH RIVER) TO RTE 326 (EARLTOWN),12.67,2025,1890,2024,1850,2.16,,10000,false
500,103235,103,235,SHE,EXIT 29 (EAST OF BARRINGTON) TO EXIT 30,4.45,2024,1870,2021,1640,4.47,,10000,false
500,22035,22,35,CB,CATALONE GUT RD (CATALONE) TO LOUISBURG,9.44,2023,1870,2020,1850,0.36,,10000,false
500,3180,3,180,QUE,HWY 103 INTER/C (BROOKLYN) TO LIVERPOOL NORTH LINE,7.13,2024,1870,2021,1590,5.56,,10000,false
503,289070,289,70,PIC,RTE 348 (LITTLE HARBOUR) TO MELMERBY BEACH,5.49,2025,1860,2022,1280,13.27,,10000,false
504,333030,333,30,HFX,PROSPECT RD (SHAD BAY) TO MCGRATHS COVE RD,11.58,2025,1850,2024,1090,69.72,,10000,false
505,333035,333,35,HFX,MCGRATHS COVE RD TO PEGGYS POINT RD,8.38,2025,1840,2024,850,116.47,,10000,false
506,206010,206,10,RIC,RTE 320 (LENNOX PASSAGE) TO BOSDETS POINT RD (WEST ARICHAT),7.29,2023,1830,2020,1520,6.38,,10000,false
506,2200,2,200,CUM,SPRINGHILL TOWN LINE NORTH TO LITTLE FORKS RD (LITTLE FORKS),8.28,2025,1830,2022,1090,18.85,,10000,false
508,12023,12,23,KIN,BUTLER RD (MURPHY LAKE) TO KINGS-LUNENBURG COUNTY LINE,8.79,2024,1820,2023,1690,7.69,,10000,false
508,2250,2,250,CUM,WESTBOUND 104 ACCESS RAMP (EXIT 2) TO FORT LAWRENCE RD,0.56,2025,1820,2022,1880,-1.08,,10000,false
510,331010,331,10,LUN,BRIDGEWATER TOWN LINE NORTH TO BRIDGEWATER TOWN LINE SOUTH,5.61,2014,1800,2010,4270,-19.42,,10000,false
511,302010,302,10,CUM,TK 2 (NAPPAN) TO SOUTHHAMPTON RD (NAPPAN),3.75,2025,1790,2022,1630,3.17,,10000,false
511,325015,325,15,LUN,EAST CLIFFORD RD TO MONK RD (BAKERS SETTLEMENT),3.5,2024,1790,2021,1560,4.69,,10000,false
513,224035,224,35,HFX,MOOSELAND RD (MOOSE RIVER RD) TO RTE 357 (MIDDLE MUSQUODOBOIT),9.27,2025,1780,2024,1500,18.67,,10000,false
514,6050,6,50,CUM,GOLF SHORE RD (PUGWASH)TO RTE 368 (WALLACE BAY),7.28,2025,1770,2023,750,53.62,,10000,false
515,277010,277,10,HFX,TK 2 (LANTZ) TO MILFORD RD (CARROLLS CORNER),10.41,2025,1760,2024,1160,51.72,,10000,false
515,7099,7,99,ANT,OLD PINEVALE RD TO OHIO EAST RD (GASPEREAUX LAKE),9.05,2023,1760,2020,1630,2.59,,10000,false
517,3123,3,123,LUN,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,7.77,2024,1750,2021,1730,0.38,,10000,false
518,4018,4,18,PIC,RTE 348 (NEW GLASGOW) TO NEW GLASGOW-LINACY LINE,1.48,2013,1740,2010,960,21.92,,10000,false
519,2210,2,210,CUM,LITTLE FORKS RD (LITTLE FORKS) TO RTE 302 (UPPER NAPPAN),9.77,2025,1730,2022,1010,19.65,,10000,false
520,1220,1,220,ANN,BRIDGETOWN/UPPER GRANVILLE LINE TO YOUNG'S MOUNTAIN RD (BELLEISLE),10.7,2024,1710,2021,1850,-2.59,,10000,false
520,3200,3,200,QUE,HWY 103 CONNECTOR (EXIT 20A) TO BEECH HILL RD (HUNTS POINT),8.9,2024,1710,2021,1460,5.41,,10000,false
522,19047,19,47,INV,INVERNESS-INVERSIDE LINE TO RTE 219 (DUNVEGAN),9.6,2023,1700,2020,1270,10.21,,10000,false
522,2085,2,85,COL,RTE 224 (SHUBENACADIE EAST) TO STEWIACKE TOWN LINE SOUTH,3.91,2025,1700,2022,3490,-21.32,,10000,false
524,203020,203,20,SHE,HWY 103 (EXIT 26) TO OAK HILL RD (LOWER OHIO),8.15,2024,1680,2021,1250,10.36,,10000,false
524,376020,376,20,PIC,DURHAM RD (DURHAM) TO RTE 256 (SCOTSBURN RD),5.96,2025,1680,2022,930,21.79,,10000,false
526,2147,2,147,COL,EAST MONTROSE RD (POTAPIQUE) TO BASS RIVER BRIDGE (BASS RIVER),6.21,2025,1670,2022,1670,0.0,,10000,false
527,19035,19,35,INV,SOUTHWEST MABOU RIVER BRIDGE TO RTE 252 (MABOU),8.45,2025,1660,2023,2340,-15.77,,10000,false
528,1250,1,250,ANN,ALLAINS RIVER BRIDGE TO OLD POST ROAD (WEST CLEMENTSPORT),9.51,2024,1640,2021,1660,-0.4,,10000,false
528,14093,14,93,LUN,SHERWOOD RD (SHERWOOD) TO CHESTER GRANT RD (WINDSOR RD),10.55,2024,1640,2021,1300,8.05,,10000,false
528,7045,7,45,HFX,CLAM HARBOUR RD (LAKE CHARLOTTE) TO WEST SHIP HARBOUR (SHIP HBR),8.12,2025,1640,2024,1690,-2.96,,10000,false
531,201045,201,45,KIN,ROCKNOTCH RD TO TK 1 (EAST OF GREENWOOD),8.62,2024,1630,2021,1670,-0.8,,10000,false
531,308025,308,25,YAR,TK 3 SOUTH (TUSKET) TO INDIAN SLUICE BRIDGE,10.23,2024,1630,2021,1280,8.39,,10000,false
533,1290,1,290,DIG,HWY 101 (ASHMORE) TO ST BERNARD-WEYMOUTH LINE,6.94,2024,1620,2021,1800,-3.45,,10000,false
533,215035,215,35,HAN,LOWER BURLINGTON-CENTRE BURLINGTON LINE TO TK 14 (BROOKLYN),13.7,2025,1620,2024,2110,-23.22,,10000,false
