sale_date,store,sales
2025-09-04,SPRING-GARDEN,2288.51
2025-09-05,BEDFORD,3181.40
2025-09-05,CLAYTON-PARK,1979.01
2025-09-05,NORTH-END,2273.10
2025-09-05,QUINPOOL,2562.97
2025-09-05,SPRING-GARDEN,3467.78
2025-09-06,BEDFORD,3727.56
2025-09-06,CLAYTON-PARK,2414.38
2025-09-06,NORTH-END,2875.35
2025-09-06,QUINPOOL,3568.19
2025-09-06,SPRING-GARDEN,4230.71
2025-09-07,BEDFORD,2307.90
2025-09-07,CLAYTON-PARK,1336.83
2025-09-07,NORTH-END,1533.93
2025-09-07,QUINPOOL,1904.40
2025-09-07,SPRING-GARDEN,2324.55
2025-09-08,BEDFORD,1762.51
2025-09-08,CLAYTON-PARK,1096.04
2025-09-08,NORTH-END,1247.85
2025-09-08,QUINPOOL,1447.64
2025-09-08,SPRING-GARDEN,1899.52
2025-09-09,BEDFORD,1816.22
2025-09-09,CLAYTON-PARK,1179.29
2025-09-09,NORTH-END,1314.51
2025-09-09,QUINPOOL,1683.56
2025-09-09,SPRING-GARDEN,2018.87
2025-09-10,BEDFORD,1966.33
2025-09-10,CLAYTON-PARK,1207.79
2025-09-10,NORTH-END,1351.78
2025-09-10,QUINPOOL,1622.50
2025-09-10,SPRING-GARDEN,2247.64
2025-09-11,BEDFORD,2307.90
2025-09-11,CLAYTON-PARK,1378.88
2025-09-11,NORTH-END,1552.09
2025-09-11,QUINPOOL,1831.71
2025-09-11,SPRING-GARDEN,2371.82
2025-09-12,BEDFORD,3263.11
2025-09-12,CLAYTON-PARK,2040.47
2025-09-12,NORTH-END,2186.48
2025-09-12,QUINPOOL,2670.88
2025-09-12,SPRING-GARDEN,3521.32
2025-09-13,BEDFORD,4048.31
2025-09-13,CLAYTON-PARK,2449.11
2025-09-13,NORTH-END,2949.55
2025-09-13,QUINPOOL,3483.02
2025-09-13,SPRING-GARDEN,4159.52
2025-09-14,BEDFORD,2126.36
2025-09-14,CLAYTON-PARK,1370.24
2025-09-14,NORTH-END,1506.94
2025-09-14,QUINPOOL,1971.40
2025-09-14,SPRING-GARDEN,2301.74
2025-09-15,BEDFORD,1737.00
2025-09-15,CLAYTON-PARK,1149.43
2025-09-15,NORTH-END,1230.53
2025-09-15,QUINPOOL,1430.15
2025-09-15,SPRING-GARDEN,1938.87
2025-09-16,BEDFORD,1943.63
2025-09-16,CLAYTON-PARK,1201.37
2025-09-16,NORTH-END,1376.07
2025-09-16,QUINPOOL,1587.50
2025-09-16,SPRING-GARDEN,2046.53
2025-09-17,BEDFORD,2044.45
2025-09-17,CLAYTON-PARK,1274.47
2025-09-17,NORTH-END,1489.84
2025-09-17,QUINPOOL,1745.96
2025-09-17,SPRING-GARDEN,2195.95
2025-09-18,BEDFORD,2309.27
2025-09-18,CLAYTON-PARK,1451.33
2025-09-18,NORTH-END,1677.64
2025-09-18,QUINPOOL,1932.33
2025-09-18,SPRING-GARDEN,2357.97
2025-09-19,BEDFORD,3254.12
2025-09-19,CLAYTON-PARK,2055.43
2025-09-19,NORTH-END,2085.07
2025-09-19,QUINPOOL,2798.61
2025-09-19,SPRING-GARDEN,3337.99
2025-09-20,BEDFORD,3716.64
2025-09-20,CLAYTON-PARK,2482.48
2025-09-20,NORTH-END,2684.45
2025-09-20,QUINPOOL,3360.48
2025-09-20,SPRING-GARDEN,4351.51
2025-09-21,BEDFORD,2230.23
2025-09-21,CLAYTON-PARK,1494.27
2025-09-21,NORTH-END,1551.53
2025-09-21,QUINPOOL,2026.85
2025-09-21,SPRING-GARDEN,2489.54
2025-09-22,BEDFORD,1651.42
2025-09-22,CLAYTON-PARK,1056.62
2025-09-22,NORTH-END,1247.45
2025-09-22,QUINPOOL,1562.58
2025-09-22,SPRING-GARDEN,1972.71
2025-09-23,BEDFORD,1914.98
2025-09-23,CLAYTON-PARK,1203.84
2025-09-23,NORTH-END,1311.16
2025-09-23,QUINPOOL,1590.75
2025-09-23,SPRING-GARDEN,1963.49
2025-09-24,BEDFORD,1924.34
2025-09-24,CLAYTON-PARK,1243.58
2025-09-24,NORTH-END,1366.45
2025-09-24,QUINPOOL,1717.13
2025-09-24,SPRING-GARDEN,2211.74
2025-09-25,BEDFORD,2093.35
2025-09-25,CLAYTON-PARK,1411.46
2025-09-25,NORTH-END,1618.09
2025-09-25,QUINPOOL,1937.59
2025-09-25,SPRING-GARDEN,2400.80
2025-09-26,BEDFORD,3170.58
2025-09-26,CLAYTON-PARK,1975.13
2025-09-26,NORTH-END,2170.25
2025-09-26,QUINPOOL,2754.41
2025-09-26,SPRING-GARDEN,3508.23
2025-09-27,BEDFORD,4154.99
2025-09-27,CLAYTON-PARK,2376.96
2025-09-27,NORTH-END,2710.32
2025-09-27,QUINPOOL,3268.35
2025-09-27,SPRING-GARDEN,4486.85
2025-09-28,BEDFORD,2177.28
2025-09-28,CLAYTON-PARK,1457.88
2025-09-28,NORTH-END,1542.90
2025-09-28,QUINPOOL,2017.40
2025-09-28,SPRING-GARDEN,2291.38
2025-09-29,BEDFORD,1773.67
2025-09-29,CLAYTON-PARK,1078.47
2025-09-29,NORTH-END,1289.73
2025-09-29,QUINPOOL,1566.17
2025-09-29,SPRING-GARDEN,1925.37
2025-09-30,BEDFORD,1942.63
2025-09-30,CLAYTON-PARK,1164.48
2025-09-30,NORTH-END,1369.29
2025-09-30,QUINPOOL,1499.29
2025-09-30,SPRING-GARDEN,2040.96
2025-10-01,BEDFORD,2006.60
2025-10-01,CLAYTON-PARK,1225.21
2025-10-01,NORTH-END,1457.03
2025-10-01,QUINPOOL,1764.02
2025-10-01,SPRING-GARDEN,2142.58
2025-10-02,BEDFORD,2244.00
2025-10-02,CLAYTON-PARK,1373.38
2025-10-02,NORTH-END,1668.48
2025-10-02,QUINPOOL,1961.09
2025-10-02,SPRING-GARDEN,2510.68
2025-10-03,BEDFORD,3251.89
2025-10-03,CLAYTON-PARK,1972.34
2025-10-03,NORTH-END,2189.68
2025-10-03,QUINPOOL,2608.04
2025-10-03,SPRING-GARDEN,3325.84
2025-10-04,BEDFORD,4027.86
2025-10-04,CLAYTON-PARK,2435.17
2025-10-04,NORTH-END,2907.45
2025-10-04,QUINPOOL,3304.44
2025-10-04,SPRING-GARDEN,4370.31
2025-10-05,BEDFORD,2303.18
2025-10-05,CLAYTON-PARK,1441.29
2025-10-05,NORTH-END,1545.07
2025-10-05,QUINPOOL,1891.90
2025-10-05,SPRING-GARDEN,2516.36
2025-10-06,BEDFORD,1772.13
2025-10-06,CLAYTON-PARK,1128.72
2025-10-06,NORTH-END,1207.78
2025-10-06,QUINPOOL,1550.28
2025-10-06,SPRING-GARDEN,1854.76
2025-10-07,BEDFORD,1770.38
2025-10-07,CLAYTON-PARK,1251.45
2025-10-07,NORTH-END,1250.08
2025-10-07,QUINPOOL,1500.35
2025-10-07,SPRING-GARDEN,1922.46
2025-10-08,BEDFORD,1884.31
2025-10-08,CLAYTON-PARK,1236.55
2025-10-08,NORTH-END,1409.30
2025-10-08,QUINPOOL,1724.07
2025-10-08,SPRING-GARDEN,2035.04
2025-10-09,BEDFORD,2117.06
2025-10-09,CLAYTON-PARK,1502.56
2025-10-09,NORTH-END,1642.00
2025-10-09,QUINPOOL,1851.77
2025-10-09,SPRING-GARDEN,2304.17
2025-10-10,BEDFORD,3196.18
2025-10-10,CLAYTON-PARK,1986.04
2025-10-10,NORTH-END,2168.77
2025-10-10,QUINPOOL,2562.98
2025-10-10,SPRING-GARDEN,3459.77
2025-10-11,BEDFORD,3747.00
2025-10-11,CLAYTON-PARK,2541.93
2025-10-11,NORTH-END,2863.96
2025-10-11,QUINPOOL,3338.17
2025-10-11,SPRING-GARDEN,4417.76
2025-10-12,BEDFORD,2239.24
2025-10-12,CLAYTON-PARK,1339.16
2025-10-12,NORTH-END,1682.77
2025-10-12,QUINPOOL,1846.12
2025-10-12,SPRING-GARDEN,2333.88
2025-10-13,BEDFORD,1814.13
2025-10-13,CLAYTON-PARK,1068.58
2025-10-13,NORTH-END,1192.29
2025-10-13,QUINPOOL,1475.95
2025-10-13,SPRING-GARDEN,1872.14
2025-10-14,BEDFORD,1922.54
2025-10-14,CLAYTON-PARK,1154.72
2025-10-14,NORTH-END,1292.93
2025-10-14,QUINPOOL,1614.53
2025-10-14,SPRING-GARDEN,1961.59
2025-10-15,BEDFORD,2025.91
2025-10-15,CLAYTON-PARK,1198.05
2025-10-15,NORTH-END,1472.99
2025-10-15,QUINPOOL,1748.95
2025-10-15,SPRING-GARDEN,2093.02
2025-10-16,BEDFORD,2296.40
2025-10-16,CLAYTON-PARK,1439.49
2025-10-16,NORTH-END,1536.85
2025-10-16,QUINPOOL,1959.30
2025-10-16,SPRING-GARDEN,2527.67
2025-10-17,BEDFORD,3167.63
2025-10-17,CLAYTON-PARK,1995.48
2025-10-17,NORTH-END,2141.15
2025-10-17,QUINPOOL,2575.13
2025-10-17,SPRING-GARDEN,3429.91
2025-10-18,BEDFORD,4147.87
2025-10-18,CLAYTON-PARK,2667.37
2025-10-18,NORTH-END,2981.03
2025-10-18,QUINPOOL,3422.05
2025-10-18,SPRING-GARDEN,4142.07
2025-10-19,BEDFORD,2185.02
2025-10-19,CLAYTON-PARK,1452.65
2025-10-19,NORTH-END,1512.48
2025-10-19,QUINPOOL,1999.80
2025-10-19,SPRING-GARDEN,2521.37
2025-10-20,BEDFORD,1835.30
2025-10-20,CLAYTON-PARK,1073.38
2025-10-20,NORTH-END,1262.06
2025-10-20,QUINPOOL,1416.52
2025-10-20,SPRING-GARDEN,1861.59
2025-10-21,BEDFORD,1861.70
2025-10-21,CLAYTON-PARK,1208.58
2025-10-21,NORTH-END,1258.78
2025-10-21,QUINPOOL,1534.38
2025-10-21,SPRING-GARDEN,1993.77
2025-10-22,BEDFORD,1985.87
2025-10-22,CLAYTON-PARK,1309.83
2025-10-22,NORTH-END,1405.40
2025-10-22,QUINPOOL,1737.01
2025-10-22,SPRING-GARDEN,2109.17
2025-10-23,BEDFORD,2173.10
2025-10-23,CLAYTON-PARK,1478.88
2025-10-23,NORTH-END,1655.18
2025-10-23,QUINPOOL,1931.98
2025-10-23,SPRING-GARDEN,2277.48
2025-10-24,BEDFORD,3239.56
2025-10-24,CLAYTON-PARK,2036.19
2025-10-24,NORTH-END,2309.29
2025-10-24,QUINPOOL,2620.07
2025-10-24,SPRING-GARDEN,3466.11
2025-10-25,BEDFORD,4162.18
2025-10-25,CLAYTON-PARK,2459.30
2025-10-25,NORTH-END,2989.02
2025-10-25,QUINPOOL,3563.30
2025-10-25,SPRING-GARDEN,4196.75
2025-10-26,BEDFORD,2112.53
2025-10-26,CLAYTON-PARK,1387.37
2025-10-26,NORTH-END,1549.30
2025-10-26,QUINPOOL,1861.99
2025-10-26,SPRING-GARDEN,2500.86
2025-10-27,BEDFORD,1631.04
2025-10-27,CLAYTON-PARK,1143.30
2025-10-27,NORTH-END,1296.91
2025-10-27,QUINPOOL,1459.73
2025-10-27,SPRING-GARDEN,1916.80
2025-10-28,BEDFORD,1845.40
2025-10-28,CLAYTON-PARK,1231.30
2025-10-28,NORTH-END,1271.69
2025-10-28,QUINPOOL,1616.38
2025-10-28,SPRING-GARDEN,2036.33
2025-10-29,BEDFORD,1981.82
2025-10-29,CLAYTON-PARK,1222.15
2025-10-29,NORTH-END,1493.40
2025-10-29,QUINPOOL,1733.77
2025-10-29,SPRING-GARDEN,2239.07
2025-10-30,BEDFORD,2144.54
2025-10-30,CLAYTON-PARK,1473.89
2025-10-30,NORTH-END,1622.92
2025-10-30,QUINPOOL,1943.03
2025-10-30,SPRING-GARDEN,2304.15
2025-10-31,BEDFORD,3216.06
2025-10-31,CLAYTON-PARK,2063.21
2025-10-31,NORTH-END,2097.72
2025-10-31,QUINPOOL,2814.03
2025-10-31,SPRING-GARDEN,3476.53
2025-11-01,BEDFORD,4131.96
2025-11-01,CLAYTON-PARK,2426.42
2025-11-01,NORTH-END,2920.81
2025-11-01,QUINPOOL,3383.05
2025-11-01,SPRING-GARDEN,4470.27
2025-11-02,BEDFORD,2356.70
2025-11-02,CLAYTON-PARK,1344.65
2025-11-02,NORTH-END,1522.85
2025-11-02,QUINPOOL,1875.23
2025-11-02,SPRING-GARDEN,2406.47
2025-11-03,BEDFORD,1662.38
2025-11-03,CLAYTON-PARK,1076.43
2025-11-03,NORTH-END,1175.05
2025-11-03,QUINPOOL,1476.55
2025-11-03,SPRING-GARDEN,1779.91
2025-11-04,BEDFORD,1876.62
2025-11-04,CLAYTON-PARK,1135.96
2025-11-04,NORTH-END,1343.23
2025-11-04,QUINPOOL,1559.90
2025-11-04,SPRING-GARDEN,2036.53
2025-11-05,BEDFORD,1930.17
2025-11-05,CLAYTON-PARK,1338.09
2025-11-05,NORTH-END,1472.90
2025-11-05,QUINPOOL,1787.22
2025-11-05,SPRING-GARDEN,2041.83
2025-11-06,BEDFORD,2152.82
2025-11-06,CLAYTON-PARK,1444.61
2025-11-06,NORTH-END,1662.27
2025-11-06,QUINPOOL,1839.87
2025-11-06,SPRING-GARDEN,2306.04
2025-11-07,BEDFORD,3060.81
2025-11-07,CLAYTON-PARK,2062.84
2025-11-07,NORTH-END,2262.71
2025-11-07,QUINPOOL,2726.89
2025-11-07,SPRING-GARDEN,3480.20
2025-11-08,BEDFORD,4195.49
2025-11-08,CLAYTON-PARK,2453.04
2025-11-08,NORTH-END,2839.48
2025-11-08,QUINPOOL,3543.41
2025-11-08,SPRING-GARDEN,4429.98
2025-11-09,BEDFORD,2132.42
2025-11-09,CLAYTON-PARK,1427.44
2025-11-09,NORTH-END,1546.27
2025-11-09,QUINPOOL,1815.18
2025-11-09,SPRING-GARDEN,2508.63
2025-11-10,BEDFORD,1830.36
2025-11-10,CLAYTON-PARK,1150.81
2025-11-10,NORTH-END,1219.86
2025-11-10,QUINPOOL,1451.74
2025-11-10,SPRING-GARDEN,1781.54
2025-11-11,BEDFORD,1927.97
2025-11-11,CLAYTON-PARK,1234.88
2025-11-11,NORTH-END,1316.09
2025-11-11,QUINPOOL,1554.67
2025-11-11,SPRING-GARDEN,1887.56
2025-11-12,BEDFORD,1965.20
2025-11-12,CLAYTON-PARK,1324.48
2025-11-12,NORTH-END,1339.11
2025-11-12,QUINPOOL,1725.80
2025-11-12,SPRING-GARDEN,2225.99
2025-11-13,BEDFORD,2359.77
2025-11-13,CLAYTON-PARK,1360.46
2025-11-13,NORTH-END,1639.11
2025-11-13,QUINPOOL,1996.49
2025-11-13,SPRING-GARDEN,2302.45
2025-11-14,BEDFORD,3134.10
2025-11-14,CLAYTON-PARK,1929.63
2025-11-14,NORTH-END,2313.24
2025-11-14,QUINPOOL,2677.07
2025-11-14,SPRING-GARDEN,3349.98
2025-11-15,BEDFORD,3761.43
2025-11-15,CLAYTON-PARK,2598.72
2025-11-15,NORTH-END,2889.33
2025-11-15,QUINPOOL,3449.86
2025-11-15,SPRING-GARDEN,4213.94
2025-11-16,BEDFORD,2184.92
2025-11-16,CLAYTON-PARK,1468.48
2025-11-16,NORTH-END,1563.24
2025-11-16,QUINPOOL,1999.35
2025-11-16,SPRING-GARDEN,2286.58
2025-11-17,BEDFORD,1776.41
2025-11-17,CLAYTON-PARK,1060.58
2025-11-17,NORTH-END,1200.94
2025-11-17,QUINPOOL,1550.73
2025-11-17,SPRING-GARDEN,1875.99
2025-11-18,BEDFORD,1874.70
2025-11-18,CLAYTON-PARK,1136.26
2025-11-18,NORTH-END,1289.49
2025-11-18,QUINPOOL,1667.03
2025-11-18,SPRING-GARDEN,2048.66
2025-11-19,BEDFORD,2048.33
2025-11-19,CLAYTON-PARK,1233.36
2025-11-19,NORTH-END,1330.42
2025-11-19,QUINPOOL,1761.48
2025-11-19,SPRING-GARDEN,2257.34
2025-11-20,BEDFORD,2317.49
2025-11-20,CLAYTON-PARK,1413.80
2025-11-20,NORTH-END,1587.49
2025-11-20,QUINPOOL,1950.82
2025-11-20,SPRING-GARDEN,2525.79
2025-11-21,BEDFORD,3055.60
2025-11-21,CLAYTON-PARK,1935.43
2025-11-21,NORTH-END,2277.84
2025-11-21,QUINPOOL,2691.52
2025-11-21,SPRING-GARDEN,3541.53
2025-11-22,BEDFORD,3942.54
2025-11-22,CLAYTON-PARK,2578.66
2025-11-22,NORTH-END,2885.16
2025-11-22,QUINPOOL,3308.49
2025-11-22,SPRING-GARDEN,4182.05
2025-11-23,BEDFORD,2188.55
2025-11-23,CLAYTON-PARK,1352.28
2025-11-23,NORTH-END,1659.48
2025-11-23,QUINPOOL,1919.87
2025-11-23,SPRING-GARDEN,2398.52
2025-11-24,BEDFORD,1827.15
2025-11-24,CLAYTON-PARK,1062.74
2025-11-24,NORTH-END,1271.46
2025-11-24,QUINPOOL,1431.30
2025-11-24,SPRING-GARDEN,1932.26
2025-11-25,BEDFORD,1963.62
2025-11-25,CLAYTON-PARK,1254.68
2025-11-25,NORTH-END,1327.78
2025-11-25,QUINPOOL,1543.41
2025-11-25,SPRING-GARDEN,2068.93
2025-11-26,BEDFORD,2022.53
2025-11-26,CLAYTON-PARK,1248.56
2025-11-26,NORTH-END,1362.85
2025-11-26,QUINPOOL,1732.47
2025-11-26,SPRING-GARDEN,2019.06
2025-11-27,BEDFORD,2188.01
2025-11-27,CLAYTON-PARK,1442.51
2025-11-27,NORTH-END,1508.38
2025-11-27,QUINPOOL,2021.21
2025-11-27,SPRING-GARDEN,2361.28
2025-11-28,BEDFORD,3207.36
2025-11-28,CLAYTON-PARK,1937.41
2025-11-28,NORTH-END,2215.35
2025-11-28,QUINPOOL,2621.74
2025-11-28,SPRING-GARDEN,3303.75
2025-11-29,BEDFORD,3975.27
2025-11-29,CLAYTON-PARK,2648.79
2025-11-29,NORTH-END,2836.26
2025-11-29,QUINPOOL,3364.51
2025-11-29,SPRING-GARDEN,4175.00
2025-11-30,BEDFORD,2305.30
2025-11-30,CLAYTON-PARK,1474.01
2025-11-30,NORTH-END,1515.44
2025-11-30,QUINPOOL,1835.19
2025-11-30,SPRING-GARDEN,2394.12
2025-12-01,BEDFORD,1942.85
2025-12-01,CLAYTON-PARK,1269.91
2025-12-01,NORTH-END,1362.48
2025-12-01,QUINPOOL,1576.23
2025-12-01,SPRING-GARDEN,1973.28
2025-12-02,BEDFORD,1921.50
2025-12-02,CLAYTON-PARK,1350.05
2025-12-02,NORTH-END,1380.75
2025-12-02,QUINPOOL,1785.80
2025-12-02,SPRING-GARDEN,2243.57
2025-12-03,BEDFORD,2175.03
2025-12-03,CLAYTON-PARK,1446.54
2025-12-03,NORTH-END,1478.27
2025-12-03,QUINPOOL,1868.43
2025-12-03,SPRING-GARDEN,2360.37
2025-12-04,BEDFORD,2379.33
2025-12-04,CLAYTON-PARK,1567.74
2025-12-04,NORTH-END,1657.40
2025-12-04,QUINPOOL,2015.62
2025-12-04,SPRING-GARDEN,2516.52
2025-12-05,BEDFORD,3209.85
2025-12-05,CLAYTON-PARK,2021.56
2025-12-05,NORTH-END,2407.99
2025-12-05,QUINPOOL,3044.26
2025-12-05,SPRING-GARDEN,3730.26
2025-12-06,BEDFORD,4207.01
2025-12-06,CLAYTON-PARK,2693.30
2025-12-06,NORTH-END,3151.72
2025-12-06,QUINPOOL,3668.04
2025-12-06,SPRING-GARDEN,4563.02
2025-12-07,BEDFORD,2309.42
2025-12-07,CLAYTON-PARK,1462.75
2025-12-07,NORTH-END,1669.17
2025-12-07,QUINPOOL,2099.86
2025-12-07,SPRING-GARDEN,2633.72
2025-12-08,BEDFORD,1887.05
2025-12-08,CLAYTON-PARK,1236.05
2025-12-08,NORTH-END,1397.13
2025-12-08,QUINPOOL,1561.87
2025-12-08,SPRING-GARDEN,1976.48
2025-12-09,BEDFORD,1954.83
2025-12-09,CLAYTON-PARK,1287.08
2025-12-09,NORTH-END,1475.59
2025-12-09,QUINPOOL,1752.62
2025-12-09,SPRING-GARDEN,2165.31
2025-12-10,BEDFORD,2276.19
2025-12-10,CLAYTON-PARK,1343.85
2025-12-10,NORTH-END,1607.97
2025-12-10,QUINPOOL,1797.86
2025-12-10,SPRING-GARDEN,2434.69
2025-12-11,BEDFORD,2449.02
2025-12-11,CLAYTON-PARK,1485.36
2025-12-11,NORTH-END,1613.91
2025-12-11,QUINPOOL,2018.04
2025-12-11,SPRING-GARDEN,2719.56
2025-12-12,BEDFORD,3178.21
2025-12-12,CLAYTON-PARK,2136.80
2025-12-12,NORTH-END,2423.70
2025-12-12,QUINPOOL,3041.05
2025-12-12,SPRING-GARDEN,3420.35
2025-12-13,BEDFORD,4326.07
2025-12-13,CLAYTON-PARK,2811.73
2025-12-13,NORTH-END,3090.86
2025-12-13,QUINPOOL,3709.39
2025-12-13,SPRING-GARDEN,4608.00
2025-12-14,BEDFORD,2387.30
2025-12-14,CLAYTON-PARK,1573.34
2025-12-14,NORTH-END,1616.38
2025-12-14,QUINPOOL,2093.51
2025-12-14,SPRING-GARDEN,2588.57
2025-12-15,BEDFORD,2158.82
2025-12-15,CLAYTON-PARK,1309.92
2025-12-15,NORTH-END,1417.96
2025-12-15,QUINPOOL,1757.34
2025-12-15,SPRING-GARDEN,2376.46
2025-12-16,BEDFORD,2155.88
2025-12-16,CLAYTON-PARK,1405.97
2025-12-16,NORTH-END,1559.73
2025-12-16,QUINPOOL,1918.80
2025-12-16,SPRING-GARDEN,2170.44
2025-12-17,BEDFORD,2527.09
2025-12-17,CLAYTON-PARK,1619.84
2025-12-17,NORTH-END,1600.90
2025-12-17,QUINPOOL,1954.38
2025-12-17,SPRING-GARDEN,2540.89
2025-12-18,BEDFORD,2592.25
2025-12-18,CLAYTON-PARK,1790.71
2025-12-18,NORTH-END,1846.38
2025-12-18,QUINPOOL,2370.14
2025-12-18,SPRING-GARDEN,2801.96
2025-12-19,BEDFORD,3535.63
2025-12-19,CLAYTON-PARK,2399.02
2025-12-19,NORTH-END,2554.22
2025-12-19,QUINPOOL,3304.59
2025-12-19,SPRING-GARDEN,4260.09
2025-12-20,BEDFORD,4870.00
2025-12-20,CLAYTON-PARK,3204.71
2025-12-20,NORTH-END,3571.06
2025-12-20,QUINPOOL,3933.30
2025-12-20,SPRING-GARDEN,5055.96
2025-12-21,BEDFORD,2796.14
2025-12-21,CLAYTON-PARK,1624.59
2025-12-21,NORTH-END,2008.19
2025-12-21,QUINPOOL,2224.28
2025-12-21,SPRING-GARDEN,2940.42
2025-12-22,BEDFORD,2093.26
2025-12-22,CLAYTON-PARK,1278.55
2025-12-22,NORTH-END,1554.85
2025-12-22,QUINPOOL,1854.83
2025-12-22,SPRING-GARDEN,2246.72
2025-12-23,BEDFORD,2338.94
2025-12-23,CLAYTON-PARK,1407.17
2025-12-23,NORTH-END,1513.98
2025-12-23,QUINPOOL,1929.84
2025-12-23,SPRING-GARDEN,2546.75
2025-12-24,BEDFORD,2335.13
2025-12-24,CLAYTON-PARK,1573.14
2025-12-24,NORTH-END,1834.97
2025-12-24,QUINPOOL,2137.48
2025-12-24,SPRING-GARDEN,2797.78
2025-12-25,BEDFORD,1795.86
2025-12-25,CLAYTON-PARK,1208.76
2025-12-25,NORTH-END,1350.15
2025-12-25,QUINPOOL,1553.48
2025-12-25,SPRING-GARDEN,1977.64
2025-12-26,BEDFORD,3480.53
2025-12-26,CLAYTON-PARK,2248.41
2025-12-26,NORTH-END,2487.15
2025-12-26,QUINPOOL,3054.89
2025-12-26,SPRING-GARDEN,4016.86
2025-12-27,BEDFORD,4368.17
2025-12-27,CLAYTON-PARK,2822.55
2025-12-27,NORTH-END,3109.37
2025-12-27,QUINPOOL,3499.24
2025-12-27,SPRING-GARDEN,4526.11
2025-12-28,BEDFORD,2404.67
2025-12-28,CLAYTON-PARK,1579.20
2025-12-28,NORTH-END,1680.92
2025-12-28,QUINPOOL,2024.93
2025-12-28,SPRING-GARDEN,2639.88
2025-12-29,BEDFORD,1848.95
2025-12-29,CLAYTON-PARK,1163.48
2025-12-29,NORTH-END,1319.40
2025-12-29,QUINPOOL,1607.36
2025-12-29,SPRING-GARDEN,1998.20
2025-12-30,BEDFORD,2066.40
2025-12-30,CLAYTON-PARK,1308.05
2025-12-30,NORTH-END,1431.89
2025-12-30,QUINPOOL,1797.24
2025-12-30,SPRING-GARDEN,2190.97
2025-12-31,BEDFORD,2582.67
2025-12-31,CLAYTON-PARK,1567.90
2025-12-31,NORTH-END,1714.50
2025-12-31,QUINPOOL,2228.05
2025-12-31,SPRING-GARDEN,2743.48
2026-01-01,BEDFORD,1640.37
2026-01-01,CLAYTON-PARK,1020.18
2026-01-01,NORTH-END,1106.01
2026-01-01,QUINPOOL,1438.74
2026-01-01,SPRING-GARDEN,1840.57
2026-01-02,BEDFORD,2988.33
2026-01-02,CLAYTON-PARK,1774.75
2026-01-02,NORTH-END,1960.59
2026-01-02,QUINPOOL,2406.70
2026-01-02,SPRING-GARDEN,2920.97
2026-01-03,BEDFORD,3837.04
2026-01-03,CLAYTON-PARK,2281.96
2026-01-03,NORTH-END,2580.76
2026-01-03,QUINPOOL,2963.23
2026-01-03,SPRING-GARDEN,3790.89
2026-01-04,BEDFORD,2034.55
2026-01-04,CLAYTON-PARK,1265.58
2026-01-04,NORTH-END,1498.46
2026-01-04,QUINPOOL,1704.75
2026-01-04,SPRING-GARDEN,2292.61
2026-01-05,BEDFORD,1584.07
2026-01-05,CLAYTON-PARK,1038.12
2026-01-05,NORTH-END,1141.99
2026-01-05,QUINPOOL,1430.86
2026-01-05,SPRING-GARDEN,1811.18
2026-01-06,BEDFORD,1789.72
2026-01-06,CLAYTON-PARK,1123.09
2026-01-06,NORTH-END,1247.23
2026-01-06,QUINPOOL,1430.72
2026-01-06,SPRING-GARDEN,1812.93
2026-01-07,BEDFORD,1713.49
2026-01-07,CLAYTON-PARK,1155.98
2026-01-07,NORTH-END,1337.49
2026-01-07,QUINPOOL,1548.02
2026-01-07,SPRING-GARDEN,1933.55
2026-01-08,BEDFORD,1945.17
2026-01-08,CLAYTON-PARK,1263.70
2026-01-08,NORTH-END,1385.12
2026-01-08,QUINPOOL,1669.22
2026-01-08,SPRING-GARDEN,2147.07
2026-01-09,BEDFORD,2860.92
2026-01-09,CLAYTON-PARK,1869.32
2026-01-09,NORTH-END,2106.19
2026-01-09,QUINPOOL,2414.90
2026-01-09,SPRING-GARDEN,3126.20
2026-01-10,BEDFORD,3574.61
2026-01-10,CLAYTON-PARK,2396.50
2026-01-10,NORTH-END,2498.45
2026-01-10,QUINPOOL,3243.06
2026-01-10,SPRING-GARDEN,3988.81
2026-01-11,BEDFORD,2082.14
2026-01-11,CLAYTON-PARK,1402.50
2026-01-11,NORTH-END,1425.61
2026-01-11,QUINPOOL,1824.46
2026-01-11,SPRING-GARDEN,2338.23
2026-01-12,BEDFORD,1618.83
2026-01-12,CLAYTON-PARK,1040.81
2026-01-12,NORTH-END,1082.20
2026-01-12,QUINPOOL,1382.49
2026-01-12,SPRING-GARDEN,1691.55
2026-01-13,BEDFORD,1736.54
2026-01-13,CLAYTON-PARK,1147.51
2026-01-13,NORTH-END,1208.53
2026-01-13,QUINPOOL,1463.29
2026-01-13,SPRING-GARDEN,1888.07
2026-01-14,BEDFORD,1869.85
2026-01-14,CLAYTON-PARK,1108.10
2026-01-14,NORTH-END,1218.28
2026-01-14,QUINPOOL,1594.67
2026-01-14,SPRING-GARDEN,1941.20
2026-01-15,BEDFORD,2069.37
2026-01-15,CLAYTON-PARK,1259.42
2026-01-15,NORTH-END,1539.73
2026-01-15,QUINPOOL,1855.51
2026-01-15,SPRING-GARDEN,2245.43
2026-01-16,BEDFORD,2875.89
2026-01-16,CLAYTON-PARK,1808.83
2026-01-16,NORTH-END,2024.16
2026-01-16,QUINPOOL,2600.25
2026-01-16,SPRING-GARDEN,2950.17
2026-01-17,BEDFORD,3742.39
