vendor_rank,vendor_display,vendor_key,award_count,total_awarded,pct_of_total,cumulative_awarded,cumulative_pct,reaches_80pct_set,is_repeat_vendor
233,Omega Formwork Inc,OMEGA FORMWORK,2,9486450.00,0.0512,14523576591.76,78.4391,true,true
234,AF Theriault & Son,AF THERIAULT & SON,2,9423400.00,0.0509,14532999991.76,78.4900,true,true
235,SW WEEKS CONSTRUCTION LTD.,SW WEEKS CONSTRUCTION,11,9303475.00,0.0502,14542303466.76,78.5403,true,true
236,LESLIE & BENN CONTRACTING LTD,LESLIE & BENN CONTRACTING,3,9234473.09,0.0499,14551537939.85,78.5902,true,true
237,Marco Construction,MARCO CONSTRUCTION,1,9163000.00,0.0495,14560700939.85,78.6396,true,false
238,H.I. Next (a wholly owned subsidiary of VITALHUB CORP),H I NEXT A WHOLLY OWNED SUBSIDIARY OF VITALHUB,1,9040030.00,0.0488,14569740969.85,78.6885,true,false
239,Trapeze Software,TRAPEZE SOFTWARE,2,8953297.00,0.0484,14578694266.85,78.7368,true,true
240,All Steel Coatings Ltd.,ALL STEEL COATINGS,1,8948179.12,0.0483,14587642445.97,78.7852,true,false
241,Hikma Canada Ltd.,HIKMA CANADA,3,8755918.00,0.0473,14596398363.97,78.8324,true,true
242,ENGLOBE CORP.,ENGLOBE,43,8714451.43,0.0471,14605112815.40,78.8795,true,true
243,Atlantic Roofers Limited,ATLANTIC ROOFERS,32,8617121.50,0.0465,14613729936.90,78.9260,true,true
244,Micmac Fire & Safety,MICMAC FIRE & SAFETY,11,8573193.54,0.0463,14622303130.44,78.9723,true,true
245,A.F. Theriault  & Sons,A F THERIAULT & SONS,3,8545200.00,0.0462,14630848330.44,79.0185,true,true
246,Eagle Beach Contractors Limited,EAGLE BEACH CONTRACTORS,29,8532223.69,0.0461,14639380554.13,79.0646,true,true
247,Waterworks Construction,WATERWORKS CONSTRUCTION,4,8519830.00,0.0460,14647900384.13,79.1106,true,true
248,Marwood Ltd.,MARWOOD,80,8517030.15,0.0460,14656417414.28,79.1566,true,true
249,Rocky Mountain Phoenix,ROCKY MOUNTAIN PHOENIX,12,8433947.03,0.0456,14664851361.31,79.2021,true,true
250,MacDougall Steel Erectors Inc.,MACDOUGALL STEEL ERECTORS,2,8392699.00,0.0453,14673244060.31,79.2475,true,true
251,APM Construction Services Inc.,APM CONSTRUCTION SERVICES,22,8385797.00,0.0453,14681629857.31,79.2928,true,true
252,Antamex Industries ULC,ANTAMEX INDUSTRIES,1,8365428.00,0.0452,14689995285.31,79.3379,true,false
253,Famolex Integrated Consult Limited,FAMOLEX INTEGRATED CONSULT,1,8362965.00,0.0452,14698358250.31,79.3831,true,false
254,Baxter Corporation,BAXTER,4,8305630.00,0.0449,14706663880.31,79.4280,true,true
255,Dialog (Project Lead),DIALOG PROJECT LEAD,1,8288100.00,0.0448,14714951980.31,79.4727,true,false
256,East Coast Sheet Metal,EAST COAST SHEET METAL,1,8272500.00,0.0447,14723224480.31,79.5174,true,false
257,I.T.S Construction Incorporated,I T S CONSTRUCTION,14,8240797.06,0.0445,14731465277.37,79.5619,true,true
258,Jim Kimber Construction,JIM KIMBER CONSTRUCTION,12,8118969.00,0.0438,14739584246.37,79.6058,true,true
259,Axios Construction,AXIOS CONSTRUCTION,1,8080000.00,0.0436,14747664246.37,79.6494,true,false
260,Black and MacDonald,BLACK AND MACDONALD,8,8056618.00,0.0435,14755720864.37,79.6929,true,true
261,Filtrum Inc.,FILTRUM,11,8015134.49,0.0433,14763735998.86,79.7362,true,true
262,Bell Aliant,BELL ALIANT,39,7978451.86,0.0431,14771714450.72,79.7793,true,true
263,Delmar Construction Limited,DELMAR CONSTRUCTION,17,7967080.84,0.0430,14779681531.56,79.8223,true,true
264,Morneau Shepell,MORNEAU SHEPELL,8,7947423.00,0.0429,14787628954.56,79.8652,true,true
265,NorthWest Telepharmacy Solutions,NORTHWEST TELEPHARMACY SOLUTIONS,1,7904515.00,0.0427,14795533469.56,79.9079,true,false
266,Wood Research & Development / Timber Restoration Services,WOOD RESEARCH & DEVELOPMENT TIMBER RESTORATION SERVICES,1,7901019.00,0.0427,14803434488.56,79.9506,true,false
267,East Coast Metal Fabrication Inc.,EAST COAST METAL FABRICATION,1,7857000.00,0.0424,14811291488.56,79.9930,true,false
268,The Lunch Lady Group Inc,THE LUNCH LADY GROUP,1,7806143.00,0.0422,14819097631.56,80.0352,true,false
269,Insituform Technologies Limited,INSITUFORM TECHNOLOGIES,4,7792451.74,0.0421,14826890083.30,80.0773,false,true
270,Jamac Painting & Sandblasting Ltd.,JAMAC PAINTING & SANDBLASTING,4,7648180.00,0.0413,14834538263.30,80.1186,false,true
271,Lindsay-Millbrook Building Partnership,LINDSAY MILLBROOK BUILDING PARTNERSHIP,1,7519276.00,0.0406,14842057539.30,80.1592,false,false
272,Easco Electric,EASCO ELECTRIC,6,7519000.00,0.0406,14849576539.30,80.1998,false,true
273,GFL ENVIROMENTAL,GFL ENVIROMENTAL,1,7493785.41,0.0405,14857070324.71,80.2403,false,false
274,Fowler Construction,FOWLER CONSTRUCTION,13,7409610.39,0.0400,14864479935.10,80.2803,false,true
275,Maritime Drywall & Acoustical Limited,MARITIME DRYWALL & ACOUSTICAL,3,7408112.00,0.0400,14871888047.10,80.3203,false,true
276,McNally Construction Inc.,MCNALLY CONSTRUCTION,1,7377410.00,0.0398,14879265457.10,80.3602,false,false
277,Integra Canada ULC,INTEGRA CANADA,4,7356400.00,0.0397,14886621857.10,80.3999,false,true
278,TK Elevator (Canada) Limited,TK ELEVATOR CANADA,19,7354627.46,0.0397,14893976484.56,80.4396,false,true
279,ATLANTIC ROAD CONSTRUCTIN AND PAVING LTD,ATLANTIC ROAD CONSTRUCTIN AND PAVING,1,7270480.00,0.0393,14901246964.56,80.4789,false,false
280,Howard Little,HOWARD LITTLE,3,7253070.96,0.0392,14908500035.52,80.5180,false,true
281,L & R Construction Limited,L & R CONSTRUCTION,4,7252703.96,0.0392,14915752739.48,80.5572,false,true
282,GHD,GHD,5,7244456.59,0.0391,14922997196.07,80.5963,false,true
283,WOOD4HEATING CANADA INC,WOOD4HEATING CANADA,2,7244000.00,0.0391,14930241196.07,80.6355,false,true
284,Global Construction (Maritimes),GLOBAL CONSTRUCTION MARITIMES,29,7235906.72,0.0391,14937477102.79,80.6745,false,true
285,JAMP Pharma Corporation,JAMP PHARMA,4,7234369.80,0.0391,14944711472.59,80.7136,false,true
286,BRANDT TRACTOR LTD,BRANDT TRACTOR,39,7197160.62,0.0389,14951908633.21,80.7525,false,true
287,W. Eric Whebby,W ERIC WHEBBY,10,7192203.00,0.0388,14959100836.21,80.7913,false,true
288,Bond & Coolen Contracting Ltd,BOND & COOLEN CONTRACTING,3,7118607.00,0.0384,14966219443.21,80.8298,false,true
289,Landmark Structures Co.,LANDMARK STRUCTURES,1,7048000.00,0.0381,14973267443.21,80.8678,false,false
290,APM Construction,APM CONSTRUCTION,12,7017743.00,0.0379,14980285186.21,80.9057,false,true
291,Turf Masters,TURF MASTERS,14,7015047.45,0.0379,14987300233.66,80.9436,false,true
292,MARITIME FENCE LTD,MARITIME FENCE,45,7001709.65,0.0378,14994301943.31,80.9814,false,true
293,AON Reed Stenhouse,AON REED STENHOUSE,5,6979974.00,0.0377,15001281917.31,81.0191,false,true
294,GE|Environmental,GE ENVIRONMENTAL,5,6954772.83,0.0376,15008236690.14,81.0567,false,true
295,Ryson Interior Construction,RYSON INTERIOR CONSTRUCTION,18,6936840.66,0.0375,15015173530.80,81.0942,false,true
296,Perkins & Will,PERKINS & WILL,1,6921620.00,0.0374,15022095150.80,81.1315,false,false
297,Teleflex Medical Canada Inc.,TELEFLEX MEDICAL CANADA,2,6912999.00,0.0373,15029008149.80,81.1689,false,true
298,MEDLINE CANADA CORPORATION,MEDLINE CANADA,6,6899907.52,0.0373,15035908057.32,81.2062,false,true
299,Phoenix LTC,PHOENIX LTC,1,6842267.00,0.0370,15042750324.32,81.2431,false,false
300,Inside-Out Cleaning Services Inc.,INSIDE OUT CLEANING SERVICES,19,6830837.85,0.0369,15049581162.17,81.2800,false,true
301,Eastlink,EASTLINK,13,6812547.00,0.0368,15056393709.17,81.3168,false,true
302,Himmelman Contractors Ltd.,HIMMELMAN CONTRACTORS,6,6807233.10,0.0368,15063200942.27,81.3536,false,true
303,Higgins Construction,HIGGINS CONSTRUCTION,12,6804559.00,0.0368,15070005501.27,81.3903,false,true
304,Dexters Construction,DEXTERS CONSTRUCTION,10,6746951.00,0.0364,15076752452.27,81.4267,false,true
305,MacDonald Applicators Ltd.,MACDONALD APPLICATORS,5,6718911.00,0.0363,15083471363.27,81.4630,false,true
306,Global Construction & The Glenn Group,GLOBAL CONSTRUCTION & THE GLENN GROUP,1,6700000.00,0.0362,15090171363.27,81.4992,false,false
307,"Dr. Reddy's, Teva Canada",DR REDDY S TEVA CANADA,1,6616000.00,0.0357,15096787363.27,81.5349,false,false
308,GE HealthCare,GE HEALTHCARE,8,6605016.85,0.0357,15103392380.12,81.5706,false,true
309,Costin Paving & Contracting Ltd.,COSTIN PAVING & CONTRACTING,26,6602704.38,0.0357,15109995084.50,81.6063,false,true
310,Curium Canada Inc.,CURIUM CANADA,1,6575238.37,0.0355,15116570322.87,81.6418,false,false
311,AIRBUS HELICOPTERS CANADA,AIRBUS HELICOPTERS CANADA,1,6458174.00,0.0349,15123028496.87,81.6767,false,false
312,Atlantic Industrial Services,ATLANTIC INDUSTRIAL SERVICES,18,6443352.25,0.0348,15129471849.12,81.7115,false,true
313,Digby Salvage & Disposal,DIGBY SALVAGE & DISPOSAL,7,6442783.44,0.0348,15135914632.56,81.7463,false,true
314,Reddick Bros. Masonry Limited,REDDICK BROS MASONRY,3,6317475.00,0.0341,15142232107.56,81.7804,false,true
315,Evolution Roofing Ltd.,EVOLUTION ROOFING,9,6313816.00,0.0341,15148545923.56,81.8145,false,true
316,Iron Maple Contractors Inc,IRON MAPLE CONTRACTORS,2,6307666.00,0.0341,15154853589.56,81.8486,false,true
317,Fort Garry Fire Trucks,FORT GARRY FIRE TRUCKS,8,6261714.00,0.0338,15161115303.56,81.8824,false,true
318,Twin Mountain Construction Ltd.,TWIN MOUNTAIN CONSTRUCTION,14,6250363.69,0.0338,15167365667.25,81.9161,false,true
319,Dora Construction O/A Roclan,DORA CONSTRUCTION O A ROCLAN,1,6248230.00,0.0337,15173613897.25,81.9499,false,false
320,Weston Foods Canada,WESTON FOODS CANADA,1,6246870.00,0.0337,15179860767.25,81.9836,false,false
321,KPMG LLP,KPMG,34,6229409.50,0.0336,15186090176.75,82.0173,false,true
322,Ridge Road Waste Management Limited,RIDGE ROAD WASTE MANAGEMENT,2,6224999.98,0.0336,15192315176.73,82.0509,false,true
323,Bruce Leasing,BRUCE LEASING,47,6221594.48,0.0336,15198536771.21,82.0845,false,true
324,GE's All Trucking,GE S ALL TRUCKING,7,6150751.26,0.0332,15204687522.47,82.1177,false,true
325,Rodney Enterprises Limited,RODNEY ENTERPRISES,40,6145160.00,0.0332,15210832682.47,82.1509,false,true
326,Schooner General Contracting,SCHOONER GENERAL CONTRACTING,25,6129697.15,0.0331,15216962379.62,82.1840,false,true
327,Dexted Construction Company Limited,DEXTED CONSTRUCTION,1,6126060.00,0.0331,15223088439.62,82.2171,false,false
328,SWITCH Energy,SWITCH ENERGY,1,6100000.00,0.0329,15229188439.62,82.2500,false,false
329,Eastern Fence Erectors Limited,EASTERN FENCE ERECTORS,86,6060770.65,0.0327,15235249210.27,82.2828,false,true
330,J.R. Eisener Contracting Limited,J R EISENER CONTRACTING,16,6021087.62,0.0325,15241270297.89,82.3153,false,true
331,DDB Canada,DDB CANADA,1,6000000.00,0.0324,15247270297.89,82.3477,false,false
332,A.B. MECHANICAL LTD,A B MECHANICAL,28,5999167.45,0.0324,15253269465.34,82.3801,false,true
333,Nova Contruction Company Ltd.,NOVA CONTRUCTION,1,5991040.30,0.0324,15259260505.64,82.4124,false,false
334,Stryker Canada ULC,STRYKER CANADA,3,5932956.00,0.0320,15265193461.64,82.4445,false,true
335,C.F. Construction Limited,C F CONSTRUCTION,19,5851413.68,0.0316,15271044875.32,82.4761,false,true
336,Linair Electric Limited,LINAIR ELECTRIC,14,5824266.34,0.0315,15276869141.66,82.5075,false,true
337,"Auro, MDA, Fresenius Kabi, Omega, Sandoz, SteriMax, Teligent",AURO MDA FRESENIUS KABI OMEGA SANDOZ STERIMAX TELIGENT,1,5784380.00,0.0312,15282653521.66,82.5388,false,false
338,PlayPower LT,PLAYPOWER LT,65,5781027.26,0.0312,15288434548.92,82.5700,false,true
339,Atlantic Road Construction and Paving Limited,ATLANTIC ROAD CONSTRUCTION AND PAVING,4,5768883.00,0.0312,15294203431.92,82.6012,false,true
340,Convirgent Technologies Ltd.,CONVIRGENT TECHNOLOGIES,1,5715291.63,0.0309,15299918723.55,82.6320,false,false
341,Bruker Ltd,BRUKER,11,5632944.00,0.0304,15305551667.55,82.6624,false,true
342,Strescon Limited,STRESCON,5,5616085.00,0.0303,15311167752.55,82.6928,false,true
343,ARCP - Atlantic Road Construction & Paving Ltd,ARCP ATLANTIC ROAD CONSTRUCTION & PAVING,5,5586551.67,0.0302,15316754304.22,82.7229,false,true
344,DEXTER CONSTURCTION COMPANY LTD,DEXTER CONSTURCTION,1,5581211.00,0.0301,15322335515.22,82.7531,false,false
345,Northern Contracting Ltd & Municipal Ready Mix,NORTHERN CONTRACTING LTD & MUNICIPAL READY MIX,2,5542291.00,0.0299,15327877806.22,82.7830,false,true
346,Dependable Emergency Vehicles,DEPENDABLE EMERGENCY VEHICLES,10,5540768.48,0.0299,15333418574.70,82.8129,false,true
347,SNF Canada Ltd.,SNF CANADA,1,5535112.50,0.0299,15338953687.20,82.8428,false,false
348,Joneljim Concrete Ltd,JONELJIM CONCRETE,5,5505472.56,0.0297,15344459159.76,82.8726,false,true
349,Brewster Well Drilling,BREWSTER WELL DRILLING,7,5477288.95,0.0296,15349936448.71,82.9022,false,true
350,Juno and Merck,JUNO AND MERCK,1,5476947.00,0.0296,15355413395.71,82.9317,false,false
351,Joe Johnson Equipment,JOE JOHNSON EQUIPMENT,17,5454090.60,0.0295,15360867486.31,82.9612,false,true
352,COURTNEY LAKE CONTRACTING LTD.,COURTNEY LAKE CONTRACTING,42,5435054.25,0.0294,15366302540.56,82.9905,false,true
353,Tracey's Landscaping,TRACEY S LANDSCAPING,25,5407343.07,0.0292,15371709883.63,83.0198,false,true
354,Urban Neighborhood Development Association,URBAN NEIGHBORHOOD DEVELOPMENT ASSOCIATION,1,5400000.00,0.0292,15377109883.63,83.0489,false,false
355,Coastal Restoration and Masonry,COASTAL RESTORATION AND MASONRY,5,5366340.00,0.0290,15382476223.63,83.0779,false,true
356,Graham Construction,GRAHAM CONSTRUCTION,15,5353753.22,0.0289,15387829976.85,83.1068,false,true
357,All Steel Coating,ALL STEEL COATING,3,5346141.81,0.0289,15393176118.66,83.1357,false,true
358,G&R KELLY ENTERPRISES LTD.,G&R KELLY ENTERPRISES,14,5344408.95,0.0289,15398520527.61,83.1646,false,true
359,GARDAWORLD,GARDAWORLD,1,5300000.00,0.0286,15403820527.61,83.1932,false,false
360,Municipal Ready Mix Ltd & NCL,MUNICIPAL READY MIX LTD & NCL,2,5297197.00,0.0286,15409117724.61,83.2218,false,true
361,ADS Environmental Technologies Inc.,ADS ENVIRONMENTAL TECHNOLOGIES,1,5271650.00,0.0285,15414389374.61,83.2503,false,false
362,J. Mason Contracting Limited,J MASON CONTRACTING,10,5266913.54,0.0284,15419656288.15,83.2787,false,true
363,Dexter Construction Compant Limited,DEXTER CONSTRUCTION COMPANT,1,5239330.00,0.0283,15424895618.15,83.3070,false,false
364,Acadia Roofing & Contracting Limited,ACADIA ROOFING & CONTRACTING,33,5229422.25,0.0282,15430125040.40,83.3352,false,true
365,Advanced Energy Management Limited,ADVANCED ENERGY MANAGEMENT,25,5226550.60,0.0282,15435351591.00,83.3635,false,true
366,ADEC,ADEC,1,5179087.50,0.0280,15440530678.50,83.3914,false,false
367,Assetworks Inc,ASSETWORKS,1,5099780.11,0.0275,15445630458.61,83.4190,false,false
368,DEXTER CONSTRUCITON COMPANY LTD,DEXTER CONSTRUCITON,2,5066014.38,0.0274,15450696472.99,83.4463,false,true
369,Dynamic Project Management,DYNAMIC PROJECT MANAGEMENT,10,5042087.00,0.0272,15455738559.99,83.4736,false,true
370,Barrington Consulting Group Inc,BARRINGTON CONSULTING GROUP,10,5034617.79,0.0272,15460773177.78,83.5008,false,true
371,Mercer Global Investments Canada Limited (Mercer),MERCER GLOBAL INVESTMENTS CANADA LIMITED MERCER,1,5000000.00,0.0270,15465773177.78,83.5278,false,false
372,Sportball(Youth Fit Atlantic),SPORTBALL YOUTH FIT ATLANTIC,1,5000000.00,0.0270,15470773177.78,83.5548,false,false
373,WILL-KARE PAVING & CONTRACTING LTD.,WILL KARE PAVING & CONTRACTING,24,4946858.25,0.0267,15475720036.03,83.5815,false,true
374,EXP Services Inc.,EXP SERVICES,44,4925374.09,0.0266,15480645410.12,83.6081,false,true
375,WhW Architects Inc,WHW ARCHITECTS,10,4921881.00,0.0266,15485567291.12,83.6347,false,true
376,dex,DEX,1,4897001.00,0.0264,15490464292.12,83.6611,false,false
377,East Coast International,EAST COAST INTERNATIONAL,18,4857495.89,0.0262,15495321788.01,83.6874,false,true
378,Alvin Company Limited,ALVIN,16,4848200.00,0.0262,15500169988.01,83.7135,false,true
379,Maxim Construction Inc.,MAXIM CONSTRUCTION,6,4848000.11,0.0262,15505017988.12,83.7397,false,true
380,Harbourside Engineering Consultants,HARBOURSIDE ENGINEERING CONSULTANTS,10,4817446.10,0.0260,15509835434.22,83.7657,false,true
381,Office Interiors,OFFICE INTERIORS,38,4813308.79,0.0260,15514648743.01,83.7917,false,true
382,Toromont Cat,TOROMONT CAT,21,4808643.17,0.0260,15519457386.18,83.8177,false,true
383,DCI Cleaning Ltd,DCI CLEANING,16,4799268.27,0.0259,15524256654.45,83.8436,false,true
384,Intrado Life Canada,INTRADO LIFE CANADA,1,4790000.00,0.0259,15529046654.45,83.8695,false,false
385,"Apotex, Johnson and Johnson, Odan, Teva",APOTEX JOHNSON AND JOHNSON ODAN TEVA,1,4779584.00,0.0258,15533826238.45,83.8953,false,false
386,Victoria County Truckers Association,VICTORIA COUNTY TRUCKERS ASSOCIATION,3,4769170.00,0.0258,15538595408.45,83.9211,false,true
387,TPB01.04 Rendan Fabricators Limited,TPB01 04 RENDAN FABRICATORS,1,4750000.00,0.0257,15543345408.45,83.9467,false,false
388,Rockingham Electric,ROCKINGHAM ELECTRIC,19,4749235.00,0.0256,15548094643.45,83.9724,false,true
389,"Alera, Apotex, Jamp, Marcan, Sandoz, Servier, Taro",ALERA APOTEX JAMP MARCAN SANDOZ SERVIER TARO,1,4736185.00,0.0256,15552830828.45,83.9980,false,false
390,Mental Health Innovations (N.S.) Inc,MENTAL HEALTH INNOVATIONS N S,1,4725805.00,0.0255,15557556633.45,84.0235,false,false
391,Darim Masonry Ltd,DARIM MASONRY,8,4697144.30,0.0254,15562253777.75,84.0488,false,true
392,Multiple Award- see memo,MULTIPLE AWARD SEE MEMO,3,4684600.00,0.0253,15566938377.75,84.0741,false,true
393,Fundy Compost Incorporated,FUNDY COMPOST,1,4659800.00,0.0252,15571598177.75,84.0993,false,false
394,DesignPoint Engineering & Surveying Ltd.,DESIGNPOINT ENGINEERING & SURVEYING,30,4658719.50,0.0252,15576256897.25,84.1245,false,true
395,Buff Zone Cleaning Services Inc,BUFF ZONE CLEANING SERVICES,19,4652653.65,0.0251,15580909550.90,84.1496,false,true
396,MALLARD FORESTRY EQUIPMENT INC.,MALLARD FORESTRY EQUIPMENT,36,4652130.56,0.0251,15585561681.46,84.1747,false,true
397,PARTS FOR TRUCKS INC,PARTS FOR TRUCKS,82,4635218.41,0.0250,15590196899.87,84.1998,false,true
398,Veolia Water Technologies Canada Inc.,VEOLIA WATER TECHNOLOGIES CANADA,5,4633321.00,0.0250,15594830220.87,84.2248,false,true
399,Ocean,OCEAN,6,4623743.00,0.0250,15599453963.87,84.2498,false,true
400,DSRA Architecture,DSRA ARCHITECTURE,11,4621433.00,0.0250,15604075396.87,84.2747,false,true
401,J.A.Borden Enterprises Ltd.,J A BORDEN ENTERPRISES,24,4616629.56,0.0249,15608692026.43,84.2997,false,true
402,DA LEE DUST CONTROL LTD,DA LEE DUST CONTROL,2,4611255.00,0.0249,15613303281.43,84.3246,false,true
403,J.R. Eisner Contracting Limited,J R EISNER CONTRACTING,1,4606768.00,0.0249,15617910049.43,84.3494,false,false
404,ASBESTOS ABATEMENT LTD.,ASBESTOS ABATEMENT,24,4601878.00,0.0249,15622511927.43,84.3743,false,true
405,Sierra Systems Group Inc.,SIERRA SYSTEMS GROUP,4,4576465.00,0.0247,15627088392.43,84.3990,false,true
406,John Morrison Contracting,JOHN MORRISON CONTRACTING,4,4564767.48,0.0247,15631653159.91,84.4237,false,true
407,Bremner's Plumbing and Heating Ltd,BREMNER S PLUMBING AND HEATING,11,4501999.33,0.0243,15636155159.24,84.4480,false,true
408,ReGroup,REGROUP,2,4489602.59,0.0242,15640644761.83,84.4722,false,true
409,Juno Pharma Canada Inc.,JUNO PHARMA CANADA,4,4435714.97,0.0240,15645080476.80,84.4962,false,true
410,NKE Instrumentation,NKE INSTRUMENTATION,2,4428600.00,0.0239,15649509076.80,84.5201,false,true
411,Cherubini Metal Works Ltd.,CHERUBINI METAL WORKS,5,4405862.00,0.0238,15653914938.80,84.5439,false,true
412,JT Vanzupthens,JT VANZUPTHENS,1,4397090.20,0.0237,15658312029.00,84.5676,false,false
413,Ron Chisholm Hydroseeding Ltd.,RON CHISHOLM HYDROSEEDING,9,4394765.77,0.0237,15662706794.77,84.5914,false,true
414,Bird Infrastructure Ltd,BIRD INFRASTRUCTURE,12,4384197.01,0.0237,15667090991.78,84.6151,false,true
415,BRILUN CONSTUCTION LTD.,BRILUN CONSTUCTION,1,4361913.00,0.0236,15671452904.78,84.6386,false,false
416,"AJ Murphy Plumbing, Heating & Ventilation Limited",AJ MURPHY PLUMBING HEATING & VENTILATION,5,4346975.00,0.0235,15675799879.78,84.6621,false,true
417,GOODFELLOW INC.,GOODFELLOW,25,4344504.17,0.0235,15680144383.95,84.6856,false,true
418,ITS CONSTRUCTION INC,ITS CONSTRUCTION,16,4324728.02,0.0234,15684469111.97,84.7089,false,true
419,Nordik Blades,NORDIK BLADES,6,4320872.40,0.0233,15688789984.37,84.7322,false,true
420,Valley Structures Limited,VALLEY STRUCTURES,1,4301730.00,0.0232,15693091714.37,84.7555,false,false
421,Techno Feu Inc,TECHNO FEU,4,4301514.69,0.0232,15697393229.06,84.7787,false,true
422,Motorola Solutions Canada Inc.,MOTOROLA SOLUTIONS CANADA,1,4292178.00,0.0232,15701685407.06,84.8019,false,false
423,Five Star Roofing & Masonry,FIVE STAR ROOFING & MASONRY,14,4285095.00,0.0231,15705970502.06,84.8250,false,true
424,Sanexen Environmental Services Inc.,SANEXEN ENVIRONMENTAL SERVICES,1,4285000.00,0.0231,15710255502.06,84.8482,false,false
425,Neptune Technology Group,NEPTUNE TECHNOLOGY GROUP,7,4215942.96,0.0228,15714471445.02,84.8709,false,true
426,Costin Paving,COSTIN PAVING,9,4214159.00,0.0228,15718685604.02,84.8937,false,true
427,Ernst & Young LLP,ERNST & YOUNG,18,4190591.00,0.0226,15722876195.02,84.9163,false,true
428,Byron MacDonald Ltd,BYRON MACDONALD,7,4183010.00,0.0226,15727059205.02,84.9389,false,true
429,Praxes Emergency Specialists,PRAXES EMERGENCY SPECIALISTS,2,4180000.00,0.0226,15731239205.02,84.9615,false,true
430,Metalfab Ltd.,METALFAB,8,4170535.87,0.0225,15735409740.89,84.9840,false,true
