"year","port","county","kgs","purchase_total"
"2023","Big Tancook Island","Lunenburg",,
"2023","Blandford","Lunenburg","415032.00","4320095.93"
"2023","Bush Island","Lunenburg","285443.00","2964792.19"
"2023","Chester Basin","Lunenburg",,
"2023","Feltzen South","Lunenburg",,
"2023","Fox Point","Lunenburg",,
"2023","Kings Bay","Lunenburg",,
"2023","Kraut Point","Lunenburg",,
"2023","Little Harbour","Lunenburg",,
"2023","Lunenburg","Lunenburg",,
"2023","Lunenburg","Lunenburg","399398.00","4148767.73"
"2023","Lunenburg","Lunenburg",,
"2023","Mahone Bay","Lunenburg",,
"2023","Mill Cove","Lunenburg",,
"2023","Northwest Cove","Lunenburg",,
"2023","Riverport","Lunenburg",,
"2023","Saw Pit","Lunenburg",,
"2023","Voglers Cove West","Lunenburg",,
"2023","Western Shore","Lunenburg",,
"2023","Other","Lunenburg","1497092.12","12922336.62"
"2023","Total for Lunenburg County","Lunenburg","5346732.12","41444064.88"
"2023","Baileys Brook","Pictou",,
"2023","Big Island","Pictou",,
"2023","Cape John","Pictou",,
"2023","Caribou","Pictou",,
"2023","Caribou Ferry","Pictou","3291736.00","3543132.31"
"2023","Chance Harbour","Pictou",,
"2023","Little Harbour","Pictou",,
"2023","Merigomish","Pictou",,
"2023","Pictou Island","Pictou",,
"2023","Pictou Landing","Pictou",,
"2023","Skinners Cove","Pictou",,
"2023","Toney River","Pictou","337370.00","2540441.61"
"2023","Other","Pictou",,
"2023","Total for Pictou County","Pictou","6510166.10","25360169.89"
"2023","Brooklyn Fisherman's Wharf","Queens","1720314.60","1578453.27"
"2023","East Side Port L'Hebert","Queens","791655.00","4580933.45"
"2023","Hunts Point","Queens",,
"2023","Moose Harbour","Queens","122130.00","1276652.62"
"2023","Port Medway","Queens","2565210.29","6207122.89"
"2023","Port Mouton","Queens","9405173.00","16898703.04"
"2023","South West Port Mouton","Queens",,
"2023","St. Catherines River","Queens",,
"2023","Volgers Cove","Queens",,
"2023","West Berlin","Queens",,
"2023","Other","Queens","7857314.35","29464268.32"
"2023","Total for Queens County","Queens","22794978.92","63547501.46"
"2023","Arichat","Richmond","3747269.00","13956141.98"
"2023","Arrow Point","Richmond",,
"2023","Chapel Cove","Richmond",,
"2023","D'escousse","Richmond",,
"2023","Fourchu","Richmond",,
"2023","Janvrin Harbour","Richmond",,
"2023","L'Archeveque","Richmond",,
"2023","Poirierville","Richmond",,
"2023","River Bourgeois","Richmond",,
"2023","Other","Richmond",,
"2023","Total for Richmond County","Richmond","10974659.00","42136675.54"
"2023","Allendale","Shelburne",,
"2023","Bear Point","Shelburne","1929324.60","3899254.64"
"2023","Cape Negro","Shelburne",,
"2023","Clark's Harbour","Shelburne","5075773.00","27290698.77"
"2023","Cripple Creek","Shelburne","484188.00","4986612.57"
"2023","Forbes Point","Shelburne",,
"2023","Gunning Cove","Shelburne","1809576.00","10239413.61"
"2023","Ingomar","Shelburne","2965839.00","18984943.02"
"2023","Jones Harbour","Shelburne","244636.00","2595960.52"
"2023","Little Harbour","Shelburne","236433.00","2480106.09"
"2023","Lockeport","Shelburne","1515755.00","14456836.98"
"2023","Lower Jordan Bay","Shelburne","241141.00","2638188.40"
"2023","Lower Sandy Point","Shelburne","490001.00","4516919.08"
"2023","Lower Woods Harbour","Shelburne","5489460.00","9411174.37"
"2023","Lower Woods Harbour","Shelburne","3426990.00","30256878.98"
"2023","Lower Woods Harbour","Shelburne","419645.00","1465491.89"
"2023","Newellton","Shelburne","2173535.00","13855225.56"
"2023","Osborne Harbour","Shelburne",,
"2023","Port La Tour","Shelburne","3224641.00","14532149.31"
"2023","Seal Island","Shelburne",,
"2023","Seal Island","Shelburne",,
"2023","Seal Point","Shelburne","1394372.90","5631227.82"
"2023","Shag Harbour","Shelburne","3561633.00","9431033.45"
"2023","Shag Harbour","Shelburne",,
"2023","Shelburne","Shelburne","306357.00","2835249.49"
"2023","Smithsville","Shelburne",,
"2023","South Side","Shelburne","461707.00","4467625.73"
"2023","Stoney Island","Shelburne","591980.85","6778943.74"
"2023","Swims Point","Shelburne","703009.00","1738676.69"
"2023","Townsends Harbour","Shelburne",,
"2023","Upper Port La Tour","Shelburne",,
"2023","West Green Harbour","Shelburne","256678.00","2681059.65"
"2023","West Head","Shelburne","3722900.90","26123723.15"
"2023","Other","Shelburne","2925771.35","12465875.36"
"2023","Total for Shelburne County","Shelburne","44317650.60","239047902.38"
"2023","Bay St. Lawrence","Victoria",,
"2023","Big Bras D'or","Victoria",,
"2023","Dingwall","Victoria","552308.50","4021303.56"
"2023","Englishtown","Victoria",,
"2023","Ingonish","Victoria",,
"2023","Ingonish Beach","Victoria",,
"2023","Ingonish Ferry","Victoria",,
"2023","Iona","Victoria",,
"2023","Little River","Victoria",,
"2023","Neils Harbour","Victoria",,
"2023","New Campbellton","Victoria",,
"2023","New Haven","Victoria",,
"2023","Nyanza","Victoria",,
"2023","Smelt Book","Victoria",,
"2023","White Point","Victoria",,
"2023","Wreck Cove","Victoria",,
"2023","Other","Victoria",,
"2023","Total for Victoria County","Victoria","4911724.00","30421240.90"
"2023","Abbotts Harbour","Yarmouth","499296.00","3773625.21"
"2023","Abrams River","Yarmouth",,
"2023","Camp Cove","Yarmouth","4557123.00","21909945.96"
"2023","Chebogue","Yarmouth","1263247.00","1667508.94"
"2023","Chegoggin","Yarmouth",,
"2023","Chegoggin Point","Yarmouth","350481.00","3487128.27"
"2023","Dennis Point","Yarmouth","35710796.96","64838765.06"
"2023","Glenwood","Yarmouth",,
"2023","Hubbards Point","Yarmouth",,
"2023","Ledge Harbour","Yarmouth",,
"2023","Little River Harbour","Yarmouth","5514187.00","16939250.28"
"2023","Lower East Pubnico","Yarmouth","14139655.00","80232979.39"
"2023","Lower Wedgeport Tuna Wharf","Yarmouth",,
"2023","Morris Island","Yarmouth",,
"2023","Pinkneys Point","Yarmouth","4300247.00","12500943.23"
"2023","Plymouth","Yarmouth",,
"2023","Port Maitland","Yarmouth",,
"2023","Rocco Point","Yarmouth",,
"2023","Sandford","Yarmouth","677253.00","7277181.84"
"2023","Sluice Point","Yarmouth",,
"2023","Surettes Island","Yarmouth",,
"2023","Wedge Point","Yarmouth","7693228.39","21467579.29"
"2023","Yarmouth Bar","Yarmouth","3129729.00","24946348.40"
"2023","Other","Yarmouth","15970180.68","11258399.02"
"2023","Total for Yarmouth County","Yarmouth","110420548.07","277326875.82"
"2024","Anderson Cove","Annapolis",,
"2024","Battery Point","Annapolis","192307.00","1325947.68"
"2024","Delaps Cove","Annapolis",,
"2024","Hampton","Annapolis","139830.00","1113207.96"
"2024","Margaretsville","Annapolis",,
"2024","Parkers Cove","Annapolis",,
"2024","Port Lorne","Annapolis",,
"2024","Other","Annapolis",,
"2024","Total for Annapolis County","Annapolis","864098.00","6755148.30"
"2024","Arisaig","Antigonish",,
"2024","Aulds Cove","Antigonish",,
"2024","Ballantynes Cove","Antigonish","640363.00","4304612.40"
"2024","Barrios Beach","Antigonish",,
"2024","Bayfield","Antigonish",,
"2024","Cribbons Point","Antigonish","448260.00","3369461.04"
"2024","Havre Boucher","Antigonish",,
"2024","Livingstone","Antigonish",,
"2024","Other","Antigonish",,
"2024","Total for Antigonish County","Antigonish","2450932.00","18099827.00"
"2024","Alder Point","Cape Breton","1128747.00","7450689.50"
"2024","Crane Cove","Cape Breton",,
"2024","Gabarus","Cape Breton",,
"2024","Glace Bay","Cape Breton","13360621.00","31054534.51"
"2024","Lingan","Cape Breton",,
"2024","Louisbourg","Cape Breton","9411126.00","34189339.95"
"2024","Main-A-Dieu","Cape Breton","2708982.00","18430058.03"
"2024","Marion Bridge","Cape Breton",,
"2024","New Waterford","Cape Breton",,
"2024","North Sydney - Ballast Grounds","Cape Breton","1431791.00","9709592.35"
"2024","North Sydney - Marina Breakwater","Cape Breton",,
"2024","Oyster Creek","Cape Breton",,
"2024","Point Aconi","Cape Breton",,
"2024","Port Morien","Cape Breton",,
"2024","South Bar","Cape Breton",,
"2024","Three Stick Cove","Cape Breton",,
"2024","Victoria Bridge","Cape Breton",,
"2024","Other","Cape Breton","1495919.00","10332523.21"
"2024","Total for Cape Breton County","Cape Breton","33186190.35","136331733.77"
"2024","Barrachois","Colchester",,
"2024","Five Islands","Colchester",,
"2024","Other","Colchester",,
"2024","Total for Colchester County","Colchester","101987.00","178477.25"
"2024","Advocate Harbour","Cumberland","216711.00","1965613.65"
"2024","Apple River","Cumberland",,
"2024","Malagash","Cumberland",,
"2024","Northport","Cumberland",,
"2024","Pugwash","Cumberland",,
"2024","Wallace","Cumberland",,
"2024","Other","Cumberland",,
"2024","Total for Cumberland County","Cumberland","1603880.24","12599107.45"
"2024","Cape St. Marys","Digby","381504.00","4424243.20"
"2024","Centerville","Digby",,
"2024","Culloden","Digby",,
"2024","Digby","Digby","7069089.50","80383194.26"
"2024","East Ferry","Digby",,
"2024","Freeport","Digby",,
"2024","Freeport","Digby","235000.00","2957509.66"
"2024","Gilberts Cove","Digby",,
"2024","Little River","Digby","1293243.00","10222426.37"
"2024","Meteghan","Digby","4234721.00","31894870.90"
"2024","Meteghan River","Digby",,
"2024","Rossway","Digby",,
"2024","Sandy Cove East","Digby","293040.00","3503761.42"
"2024","Saulnierville","Digby","172034.00","2069471.66"
"2024","Tiverton","Digby",,
"2024","Westport","Digby",,
"2024","Weymouth North","Digby","167863.97","689290.10"
"2024","Whale Cove","Digby",,
"2024","Other","Digby",,
"2024","Total for Digby County","Digby","16292452.47","154190227.96"
"2024","Canso","Guysborough","5069534.00","21229122.80"
"2024","Charlos Cove","Guysborough",,
"2024","Cooks Cove","Guysborough",,
"2024","Dover","Guysborough","2354558.00","15088780.35"
"2024","Drum Head","Guysborough",,
"2024","Ecum Secum","Guysborough",,
"2024","Fishermans Harbour","Guysborough",,
"2024","Goldboro","Guysborough",,
"2024","Half Island Cove","Guysborough",,
"2024","Larrys River","Guysborough","4560063.00","13585870.15"
"2024","Little Harbour","Guysborough",,
"2024","Little Liscomb","Guysborough",,
"2024","Marie Joseph","Guysborough",,
"2024","New Harbour","Guysborough",,
"2024","Pirate Harbour","Guysborough",,
"2024","Port Brickerton East","Guysborough",,
"2024","Port Brickerton West","Guysborough",,
"2024","Port Felix","Guysborough",,
"2024","Queensport","Guysborough",,
"2024","Sonora","Guysborough",,
"2024","Upper Whitehead","Guysborough",,
"2024","Wine Harbour","Guysborough",,
"2024","Other","Guysborough","2928109.83","3097153.99"
"2024","Total for Guysborough County","Guysborough","17450569.43","73190466.88"
"2024","Boutiliers Point","Halifax",,
"2024","Carters Point","Halifax",,
"2024","Coopers Point","Halifax",,
"2024","East Chezzetcook","Halifax",,
"2024","East Dover","Halifax",,
"2024","East Jeddor","Halifax",,
"2024","East Petpeswick","Halifax",,
"2024","Eastern Passage","Halifax","761677.94","7686017.50"
"2024","Ecum Secum West","Halifax","605022.00","5285131.78"
"2024","Factory Cove","Halifax",,
"2024","Gammons Creek","Halifax",,
"2024","Halifax","Halifax","653911.00","6779173.32"
"2024","Indian Harbour","Halifax",,
"2024","Ketch Harbour","Halifax",,
"2024","Little Harbour","Halifax",,
"2024","Ostrea Lake","Halifax",,
"2024","Owls Head","Halifax",,
"2024","Peggys Cove","Halifax",,
"2024","Pleasant Point","Halifax",,
"2024","Prospect","Halifax",,
"2024","Sambro","Halifax","6766247.00","22908729.78"
"2024","Shad Bay","Halifax",,
"2024","Sober Island","Halifax",,
"2024","Terence Bay","Halifax",,
"2024","Three Fathom Harbour","Halifax",,
"2024","West Chezzetcook","Halifax",,
"2024","West Dover","Halifax","88081.00","1069305.47"
"2024","Other","Halifax","6575765.20","11735522.57"
"2024","Total for Halifax County","Halifax","22226079.28","91150214.31"
"2024","Other","Hants",,
"2024","Total for Hants County","Hants",,
"2024","Cheticamp","Inverness",,
"2024","Cheticamp Point","Inverness",,
"2024","Cheticamp - Town Wharf","Inverness",,
"2024","Finlay Point","Inverness",,
"2024","Grand Etang","Inverness",,
"2024","Inverness","Inverness","690204.00","4499163.94"
"2024","Judique","Inverness",,
"2024","Little Judique Harbour","Inverness",,
"2024","Little Judique Ponds","Inverness",,
"2024","Mabou Harbour","Inverness","339148.00","2192998.04"
"2024","Marble Mountain","Inverness",,
"2024","Margaree Harbour","Inverness","1016954.00","7242267.52"
"2024","Meat Cove","Inverness",,
"2024","Murphys Pond","Inverness",,
"2024","Pleasant Bay","Inverness",,
"2024","Port Hood","Inverness",,
"2024","Port Hood Island","Inverness",,
"2024","Other","Inverness","4790249.78","19055550.27"
"2024","Total for Inverness County","Inverness","16265471.53","81569622.33"
"2024","Halls Harbour","Kings",,
"2024","Harbourville","Kings","155858.20","1749136.32"
"2024","Kingsport","Kings",,
"2024","Pereaux","Kings",,
"2024","Scots Bay","Kings",,
"2024","Other","Kings","1202886.00","1196962.00"
"2024","Total for Kings County","Kings","2033151.20","9069094.75"
"2024","Aspotogan","Lunenburg",,
"2024","Black Harbour","Lunenburg",,
"2024","Bayport","Lunenburg",,
"2024","Big Tancook Island","Lunenburg",,
"2024","Blandford","Lunenburg","540616.80","5953460.88"
"2024","Bush Island","Lunenburg","298213.00","3421885.40"
"2024","Chester Basin","Lunenburg",,
"2024","Feltzen South","Lunenburg",,
"2024","Fox Point","Lunenburg",,
"2024","Kings Bay","Lunenburg",,
"2024","Kraut Point","Lunenburg",,
"2024","Little Harbour","Lunenburg",,
"2024","Lunenburg","Lunenburg",,
"2024","Lunenburg","Lunenburg","329221.00","3939459.75"
"2024","Lunenburg","Lunenburg",,
"2024","Mahone Bay","Lunenburg",,
"2024","Mill Cove","Lunenburg",,
"2024","Northwest Cove","Lunenburg",,
"2024","Riverport","Lunenburg","226242.00","747329.51"
"2024","Saw Pit","Lunenburg",,
"2024","Voglers Cove West","Lunenburg",,
"2024","Western Shore","Lunenburg",,
"2024","Other","Lunenburg","1148013.00","8904613.70"
"2024","Total for Lunenburg County","Lunenburg","4989100.80","47248777.05"
"2024","Baileys Brook","Pictou",,
"2024","Big Island","Pictou",,
"2024","Cape John","Pictou",,
"2024","Caribou","Pictou","838140.00","3761391.46"
"2024","Caribou Ferry","Pictou",,
"2024","Chance Harbour","Pictou",,
"2024","Little Harbour","Pictou",,
"2024","Merigomish","Pictou",,
"2024","Pictou Island","Pictou",,
"2024","Pictou Landing","Pictou",,
"2024","Skinners Cove","Pictou",,
"2024","Toney River","Pictou",,
"2024","Other","Pictou","3538740.50","10219436.89"
"2024","Total for Pictou County","Pictou","5951947.51","24929872.00"
"2024","Brooklyn Fisherman's Wharf","Queens","1307862.40","987489.16"
"2024","East Side Port L'Hebert","Queens","504502.00","5950997.70"
"2024","Hunts Point","Queens",,
"2024","Moose Harbour","Queens","108132.00","1249488.37"
"2024","Port Medway","Queens","153074.42","2998202.28"
"2024","Port Mouton","Queens","8093431.11","19803176.62"
"2024","South West Port Mouton","Queens",,
"2024","St. Catherines River","Queens",,
"2024","Volgers Cove","Queens",,
"2024","West Berlin","Queens",,
"2024","Other","Queens","4542755.00","31442981.55"
"2024","Total for Queens County","Queens","15130221.93","67617175.15"
"2024","Arichat","Richmond","2251510.80","14190971.15"
"2024","Arrow Point","Richmond",,
"2024","Chapel Cove","Richmond",,
"2024","D'escousse","Richmond",,
"2024","Fourchu","Richmond",,
"2024","Janvrin Harbour","Richmond",,
"2024","L'Archeveque","Richmond",,
"2024","Poirierville","Richmond",,
"2024","River Bourgeois","Richmond",,
"2024","Other","Richmond",,
"2024","Total for Richmond County","Richmond","9101640.00","47885686.81"
"2024","Allendale","Shelburne",,
"2024","Bear Point","Shelburne",,
"2024","Cape Negro","Shelburne",,
"2024","Clark's Harbour","Shelburne","4146488.50","46081629.69"
"2024","Cripple Creek","Shelburne","579156.00","6701200.74"
"2024","Forbes Point","Shelburne",,
"2024","Gunning Cove","Shelburne","2437276.64","9073262.20"
"2024","Ingomar","Shelburne","2704304.66","20906994.88"
"2024","Jones Harbour","Shelburne","338708.00","4016040.54"
"2024","Little Harbour","Shelburne","435872.89","2702280.89"
"2024","Lockeport","Shelburne","2089882.25","17064414.13"
"2024","Lower Jordan Bay","Shelburne","310193.86","3293713.91"
"2024","Lower Sandy Point","Shelburne","463891.00","6417005.06"
"2024","Lower Woods Harbour","Shelburne","5397716.77","12112756.89"
"2024","Lower Woods Harbour","Shelburne","3849407.00","36511993.84"
"2024","Lower Woods Harbour","Shelburne",,
"2024","Newellton","Shelburne","1653728.96","13320840.07"
"2024","Osborne Harbour","Shelburne",,
"2024","Port La Tour","Shelburne","4033675.06","17221524.80"
"2024","Seal Island","Shelburne",,
"2024","Seal Island","Shelburne",,
"2024","Seal Point","Shelburne","782816.00","8003199.95"
"2024","Shag Harbour","Shelburne","3047030.83","12237787.88"
"2024","Shag Harbour","Shelburne",,
"2024","Shelburne","Shelburne","185338.00","2203636.45"
"2024","Smithsville","Shelburne",,
"2024","South Side","Shelburne","601365.00","6461582.56"
"2024","Stoney Island","Shelburne","845074.00","9580133.09"
"2024","Swims Point","Shelburne","2705927.32","1799839.26"
"2024","Townsends Harbour","Shelburne",,
"2024","Upper Port La Tour","Shelburne",,
"2024","West Green Harbour","Shelburne","260984.00","2970133.00"
"2024","West Head","Shelburne","3715456.88","31371962.62"
"2024","Other","Shelburne","4155846.11","23578103.02"
"2024","Total for Shelburne County","Shelburne","47861974.58","309127839.62"
"2024","Bay St. Lawrence","Victoria",,
"2024","Big Bras D'or","Victoria",,
"2024","Dingwall","Victoria","676257.00","4571516.92"
"2024","Englishtown","Victoria",,
"2024","Ingonish","Victoria",,
"2024","Ingonish Beach","Victoria",,
"2024","Ingonish Ferry","Victoria",,
"2024","Iona","Victoria",,
"2024","Little River","Victoria",,
"2024","Neils Harbour","Victoria",,
"2024","New Campbellton","Victoria",,
"2024","New Haven","Victoria",,
"2024","Nyanza","Victoria",,
"2024","Smelt Book","Victoria",,
"2024","White Point","Victoria",,
"2024","Wreck Cove","Victoria",,
"2024","Other","Victoria",,
"2024","Total for Victoria County","Victoria","4941923.50","30728667.58"
"2024","Abbotts Harbour","Yarmouth","472300.00","5596936.50"
"2024","Abrams River","Yarmouth",,
"2024","Camp Cove","Yarmouth","3787998.31","25670746.03"
"2024","Chebogue","Yarmouth","1229067.05","1454480.31"
"2024","Chegoggin","Yarmouth","260177.50","2004003.32"
"2024","Chegoggin Point","Yarmouth",,
"2024","Dennis Point","Yarmouth","34025404.75","81187479.49"
"2024","Glenwood","Yarmouth",,
"2024","Hubbards Point","Yarmouth",,
"2024","Ledge Harbour","Yarmouth",,
"2024","Little River Harbour","Yarmouth","4591976.13","17531088.48"
"2024","Lower East Pubnico","Yarmouth","11500160.42","47479626.18"
"2024","Lower Wedgeport Tuna Wharf","Yarmouth",,
"2024","Morris Island","Yarmouth",,
"2024","Pinkneys Point","Yarmouth","3892131.83","14741378.57"
"2024","Plymouth","Yarmouth",,
"2024","Port Maitland","Yarmouth",,
"2024","Rocco Point","Yarmouth",,
"2024","Sanford","Yarmouth",,
"2024","Sluice Point","Yarmouth",,
"2024","Surettes Island","Yarmouth",,
"2024","Wedge Point","Yarmouth","6223819.41","23053163.51"
"2024","Yarmouth Bar","Yarmouth","7169125.94","34666454.01"
"2024","Other","Yarmouth","11243227.87","11198418.20"
"2024","Total for Yarmouth County","Yarmouth","106644487.92","291938973.18"
