"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"006761","Lounge","Church Brewing Company","329 Main ST","Wolfville","NS","B4P 1C8","329 Main ST
Wolfville, NS B4P 1C8
(45.09185, -64.35816)"
"006762","Eating Establishment","Twist of India Restaurant & Bar","1569 Dresden Row","Halifax","NS","B3J 2K4","1569 Dresden Row
Halifax, NS B3J 2K4
(44.64421, -63.57858)"
"006763","Lounge","Twist of India","1569 Dresden Row","Halifax","NS","B3J 2K4","1569 Dresden Row
Halifax, NS B3J 2K4
(44.64421, -63.57858)"
"006764","Eating Establishment","Oath Lounge","73 Alderney DR","Dartmouth","NS","B2Y 3N7","73 Alderney DR
Dartmouth, NS B2Y 3N7
(44.66448, -63.5685)"
"006765","Eating Establishment","MediTerra Kitchen","111 Cobequid RD","Lower Sackville","NS","B4C 2N1","111 Cobequid RD
Lower Sackville, NS B4C 2N1
(44.75616, -63.66162)"
"006766","Eating Establishment","Cumin Kitchen and Drink","21 Roy AV","New Minas","NS","B4N 3R7","21 Roy AV
New Minas, NS B4N 3R7
(45.06874, -64.47093)"
"006767","Eating Establishment","Alexandra's Pizza","912 Cole Harbour RD","Dartmouth","NS","B2V 2A8","912 Cole Harbour RD
Dartmouth, NS B2V 2A8
(44.67003, -63.49941)"
"006770","Club","Sackawa Canoe Club","159 First Lake DR","Lower Sackville","NS","B4C 3J9","159 First Lake DR
Lower Sackville, NS B4C 3J9
(44.77666, -63.66563)"
"006771","Eating Establishment","Wild Roots Restaurant","4200 Highway #308","Tusket","NS","B0W 3M0","4200 Highway #308
Tusket, NS B0W 3M0
(43.86906, -65.96824)"
"006772","Special Premises","BP Golf Management Group","738 Brule Point RD","Tatamagouche","NS","B0K 1V0","738 Brule Point RD
Tatamagouche, NS B0K 1V0
(45.75341, -63.203)"
"006773","Club","Framboise Community Club","7690 St. Peters Fourchu RD","Frambroise","NS","B2J 1B7","7690 St. Peters Fourchu RD
Frambroise, NS B2J 1B7
(45.71945, -60.36297)"
"006777","Special Premises","Sacred Heart Downtown Incorporated","217 George ST","Sydney",,"B1P 1J4","217 George ST
Sydney,  B1P 1J4
(46.14252, -60.1944)"
"006780","Eating Establishment","Beech Street Kitchen","24 Beech ST","Lockeport","NS","B0T 1L0","24 Beech ST
Lockeport, NS B0T 1L0
(43.69879, -65.11315)"
"006781","Eating Establishment","Shoebox Cantina","84 Provost ST","New Glasgow","NS","B2H 2P4","84 Provost ST
New Glasgow, NS B2H 2P4
(45.58877, -62.64458)"
"006782","Lounge","Shoebox Cantina","84 Provost ST","New Glasgow","NS","B2H 2P4","84 Provost ST
New Glasgow, NS B2H 2P4
(45.58877, -62.64458)"
"006783","Beverage Room","Tapestry Beer Bar","833 Sackville DR","Lower Sackville","NS","B4E 1S1","833 Sackville DR
Lower Sackville, NS B4E 1S1
(44.77587, -63.69474)"
"006784","Eating Establishment","The Long Table Social Club","5611 Hwy. 358","Canning","NS","B0P 1H0","5611 Hwy. 358
Canning, NS B0P 1H0
(45.29734, -64.39293)"
"006785","Lounge","The Long Table Social Club","5611 Hwy. 358","Canning","NS","B0P 1H0","5611 Hwy. 358
Canning, NS B0P 1H0
(45.29734, -64.39293)"
"006786","Eating Establishment","Hunts Point Market & cafe","6756 Hwy #3","Hunts Point","NS","B0T 1G0","6756 Hwy #3
Hunts Point, NS B0T 1G0
(43.95392, -64.76936)"
"006787","Eating Establishment","Portside View Restaurant","100 Water ST","Digby","NS","B0V 1A0","100 Water ST
Digby, NS B0V 1A0
(44.62562, -65.75673)"
"006788","Eating Establishment","Geovanno Pizzeria & Restaurant","202 Brownlow AV","Dartmouth","NS","B3B 1T5","202 Brownlow AV
Dartmouth, NS B3B 1T5
(44.6984, -63.58065)"
"006789","Eating Establishment","Lupin Dining & Pantry","1196 West Petpeswick RD","West Petpeswick","NS","B0J 2L0","1196 West Petpeswick RD
West Petpeswick, NS B0J 2L0
(44.73528, -63.17099)"
"006790","Eating Establishment","Easy Street Diner","3625 Dutch Village RD","Halifax","NS","B3N 2T1","3625 Dutch Village RD
Halifax, NS B3N 2T1
(44.65844, -63.63226)"
"006791","Eating Establishment","Bliss Caffeine Bar","1451 South Park ST","Halifax","NS","B3J 2L1","1451 South Park ST
Halifax, NS B3J 2L1
(44.64138, -63.57932)"
"006792","Eating Establishment","Bombay Bistro","210 Wentworth DR","Halifax","NS","B3M 0N7","210 Wentworth DR
Halifax, NS B3M 0N7
(44.67449, -63.6606)"
"006793","Eating Establishment","Salt Yard Social","1597 Lower Water ST","Halifax","NS","B3J 3P6","1597 Lower Water ST
Halifax, NS B3J 3P6
(44.64654, -63.56992)"
"006794","Lounge","Salt Yard Social","1597 Lower Water ST","Halifax","NS","B3J 3P6","1597 Lower Water ST
Halifax, NS B3J 3P6
(44.64654, -63.56992)"
"006795","Eating Establishment","Two Friends Cafe","275 Charlotte ST","Sydney","NS","B1P 1C6","275 Charlotte ST
Sydney, NS B1P 1C6
(46.13888, -60.19494)"
"006796","Special Premises","Ross Creek Centre for the Arts","555 Ross Creek RD","Canning","NS","B0P 1H0","555 Ross Creek RD
Canning, NS B0P 1H0
(45.22288, -64.43145)"
"006798","Eating Establishment","Aster Cafe Ethiopian Cuisine & Authentic Coffee Restaurant","3556 Dutch Village RD","Halifax","NS","B3N 2S2","3556 Dutch Village RD
Halifax, NS B3N 2S2
(44.65668, -63.63202)"
"006799","Lounge","Quinpool Billiard Limited","6386 Quinpool RD","Halifax","NS","B3L 4N2","6386 Quinpool RD
Halifax, NS B3L 4N2
(44.64463, -63.59994)"
"006803","Eating Establishment","Ecole dans l'anse Resto sur mer","2 Belliveau Cove RD","Belliveau Cove","NS","B0W 1J0","2 Belliveau Cove RD
Belliveau Cove, NS B0W 1J0
(44.38609, -66.06278)"
"006805","Eating Establishment","Morrison's Restaurant","5 Bay St. Lawrence RD","Cape North","NS","B0C 1G0","5 Bay St. Lawrence RD
Cape North, NS B0C 1G0
(46.88472, -60.50643)"
"006806","Eating Establishment","K Fry Korean Restaurant","56 Supreme CT","Halifax","NS","B3N 2S7","56 Supreme CT
Halifax, NS B3N 2S7
(44.6579, -63.6336)"
"006807","Eating Establishment","Pizza Delight Amherst","4 Robert Angus DR","Amherst","NS","B4H 3Y6","4 Robert Angus DR
Amherst, NS B4H 3Y6
(45.81366, -64.20129)"
"006808","Eating Establishment","Pur & Simple Dartmouth Crossing","189 Hector Gate","Dartmouth","NS","B3B OE5","189 Hector Gate
Dartmouth, NS B3B OE5
(44.70611, -63.56165)"
"006810","Eating Establishment","Nook & Cranny Tatamagouche","259 Main ST","Tatamagouche","NS","B0K 1V0","259 Main ST
Tatamagouche, NS B0K 1V0
(45.71181, -63.29006)"
"006811","Lounge","Nook and cranny Tatamagouche","259 Main ST","Tatamagouche","NS","B0K 1V0","259 Main ST
Tatamagouche, NS B0K 1V0
(45.71181, -63.29006)"
"006814","Special Premises","Alderdale Greens","403 Rudderham RD","Point Edward","NS","B2A 4V8","403 Rudderham RD
Point Edward, NS B2A 4V8
(46.15776, -60.25475)"
"006815","Lounge","Quinn's Arms","6285 Quinpool RD","Halifax","NS","B3L 1A4","6285 Quinpool RD
Halifax, NS B3L 1A4
(44.64513, -63.59822)"
"006816","Cabaret","TRoom","1360 Barrington ST","Halifax","NS","B3J 1Z1","1360 Barrington ST
Halifax, NS B3J 1Z1
(44.64292, -63.57216)"
"006817","Eating Establishment","The Brixton","115 Commercial ST","Glace Bay","NS","B1A 3C1","115 Commercial ST
Glace Bay, NS B1A 3C1
(46.19665, -59.95678)"
"006818","Eating Establishment","Betty's At The Kitch","319 Main ST","Mahone Bay","NS","B0J2E0","319 Main ST
Mahone Bay, NS B0J2E0
(44.45109, -64.39064)"
"006819","Eating Establishment","Martha's Pizza 2 (Stewiacke)","20 Gibson RD","Stewiacke","NS","B0N 2J0","20 Gibson RD
Stewiacke, NS B0N 2J0
(45.14018, -63.35309)"
"006820","Eating Establishment","The Front Porch","39 Loggie ST","Mulgrave","NS","B0E 2G0","39 Loggie ST
Mulgrave, NS B0E 2G0
(45.61526, -61.39068)"
"006821","Eating Establishment","Grawood","6136 University AV","Halifax","NS","B3H 4J3","6136 University AV
Halifax, NS B3H 4J3
(44.63711, -63.58928)"
"006822","Lounge","Grawood","6136 University AV","Halifax","NS","B3H 4J3","6136 University AV
Halifax, NS B3H 4J3
(44.63711, -63.58928)"
"006823","Eating Establishment","Tusket Falls Beer Project","2220 Gottingen ST","Halifax","NS","B3K 0H2","2220 Gottingen ST
Halifax, NS B3K 0H2
(44.65356, -63.58562)"
"006824","Lounge","Tusket Falls Beer Project","2220 Gottingen ST","Halifax","NS","B3K 0H2","2220 Gottingen ST
Halifax, NS B3K 0H2
(44.65356, -63.58562)"
"006825","Eating Establishment","Spoondrift Café & Gift Shop","7541 Main ST","Louisbourg","NS","B1C 1J5","7541 Main ST
Louisbourg, NS B1C 1J5
(45.91948, -59.97349)"
"006826","Special Premises","The Berkeley On Pepperell","6240 Pepperell ST","Halifax","NS","B3H 2N9","6240 Pepperell ST
Halifax, NS B3H 2N9
(44.64484, -63.59653)"
"006827","Club","Yarmouth Volunteer Fire Department","221 Pleasant ST","Yarmouth","NS","B5A 2K2","221 Pleasant ST
Yarmouth, NS B5A 2K2
(43.83856, -66.11097)"
"006828","Eating Establishment","Gerrish and Gray","134 Gerrish ST","Windsor","NS","B0N 2T0","134 Gerrish ST
Windsor, NS B0N 2T0
(44.99424, -64.13677)"
"006829","Lounge","Gerrish and Gray","134 Gerrish ST","Windsor","NS","B0N 2T0","134 Gerrish ST
Windsor, NS B0N 2T0
(44.99424, -64.13677)"
"006830","Eating Establishment","Jessy's Pizza","501 Timberlea Village Parkw","Timberlea","NS","B3T 1B8","501 Timberlea Village Parkw
Timberlea, NS B3T 1B8
(44.64715, -63.71671)"
"006832","Eating Establishment","The Grill at Glen Arbour","40 Club House LN","Hammonds Plains","NS","B4B 1T4","40 Club House LN
Hammonds Plains, NS B4B 1T4
(44.75381, -63.77074)"
"006833","Lounge","The Grill at Glen Arbour","40 Club House LN","Hammonds Plains","NS","B4B 1T4","40 Club House LN
Hammonds Plains, NS B4B 1T4
(44.75381, -63.77074)"
"006834","Special Premises","Bulwark Cider House","1518 Dresden RW","Halifax","NS","B3J 2K2","1518 Dresden RW
Halifax, NS B3J 2K2
(44.64322, -63.57806)"
"006835","Eating Establishment","Rosa Rugosa Seaside Market","30 Highway #3","Hubbards","NS","B0J 1T0","30 Highway #3
Hubbards, NS B0J 1T0
(44.63768, -64.0676)"
"006836","Cabaret","Boatskeg Distilling Co.","23 Chemin du pont du mara","Lower West Pubnico","NS","B0W 2C0","23 Chemin du pont du mara
Lower West Pubnico, NS B0W 2C0
(43.63399, -65.80243)"
"006837","Special Premises","Meagher's Grant Community Hall","4413 Highway #357","Meaghers Grant","NS","B0N 1V0","4413 Highway #357
Meaghers Grant, NS B0N 1V0
(44.93224, -63.23868)"
"006838","Eating Establishment","Pur & Simple Clayton Park","325 Washmill Lake DR","Halifax","NS","B3S 0C4","325 Washmill Lake DR
Halifax, NS B3S 0C4
(44.64712, -63.66355)"
"006839","Special Premises","The Link Art Center","1800 Argyle ST","Halifax","NS","B3J 3N8","1800 Argyle ST
Halifax, NS B3J 3N8
(44.64855, -63.57555)"
"006840","Beverage Room","Sober Island Brewing Company","22462 Hwy # 7","Sheet Harbour","NS","B0J 3B0","22462 Hwy # 7
Sheet Harbour, NS B0J 3B0
(44.9255, -62.54094)"
"006841","Eating Establishment","Oxalis Restaurant","22 Wentworth ST","Dartmouth","NS","B2Y 2S6","22 Wentworth ST
Dartmouth, NS B2Y 2S6
(44.66642, -63.56632)"
"006842","Eating Establishment","Microtel Inn & Suites - Antigonish","62 Nova Landing","West River","NS","B2G 0G6","62 Nova Landing
West River, NS B2G 0G6
(44.56089, -64.13797)"
"006843","Lounge","Microtel Inn & Suites - Antigonish","62 Nova Landing","West River","NS","B2G 0G6","62 Nova Landing
West River, NS B2G 0G6
(44.56089, -64.13797)"
"006844","Eating Establishment","Krave Vero Dual Pleasant Street","370 Pleasant ST","Dartmouth","NS","B2Y 3S5","370 Pleasant ST
Dartmouth, NS B2Y 3S5
(44.64903, -63.54616)"
"006845","Special Premises","Candid Brewing Company","88 College ST","Antigonish","NS","B2G 1X7","88 College ST
Antigonish, NS B2G 1X7
(45.62304, -61.99165)"
"006846","Special Premises","Muir Hotel","1709 Lower Water ST","Halifax","NS","B3J 1S2","1709 Lower Water ST
Halifax, NS B3J 1S2
(44.64806, -63.57164)"
"006847","Eating Establishment","Drift Salon & Bar","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.64806, -63.57164)"
"006848","Eating Establishment","Nova Scotia Rollies","149 Water ST","Shelburne","NS","B0W 1T0","149 Water ST
Shelburne, NS B0W 1T0
(43.76239, -65.32304)"
"006850","Eating Establishment","Young Pocha Korean Restaurant (BBQ)","5650 Spring Garden RD","Halifax","NS","B3J 1H4","5650 Spring Garden RD
Halifax, NS B3J 1H4
(44.64266, -63.57835)"
"006851","Eating Establishment","The Annex Restaurant","66 Lower Railway ST","Inverness","NS","B0E 1N0","66 Lower Railway ST
Inverness, NS B0E 1N0
(46.23061, -61.30939)"
"006852","Lounge","The Annex Restaurant","66 Lower Railway ST","Inverness","NS","B0E 1N0","66 Lower Railway ST
Inverness, NS B0E 1N0
(46.23061, -61.30939)"
"006853","Lounge","Drift Salon & Bar","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.64806, -63.57164)"
"006854","Eating Establishment","Blue Lobster Public House","230 S Foord ST","Stellarton","NS","B0K 0A2","230 S Foord ST
Stellarton, NS B0K 0A2
(45.55653, -62.66042)"
"006855","Lounge","Blue Lobster Public House","230 S Foord ST","Stellarton","NS","B0K 0A2","230 S Foord ST
Stellarton, NS B0K 0A2
(45.55653, -62.66042)"
"006857","Cabaret","Northside Cellar Bar","299 Commercial ST","North Sydney","NS","B2A 1C3","299 Commercial ST
North Sydney, NS B2A 1C3
(46.20968, -60.24816)"
"006858","Special Premises","Heather Lanes","612 East River RD","New Glasgow","NS","B2H 3S1","612 East River RD
New Glasgow, NS B2H 3S1
(45.57774, -62.64237)"
"006859","Eating Establishment","Sushi 101","912 Cole Harbour RD","Dartmouth","NS","B2V 2J5","912 Cole Harbour RD
Dartmouth, NS B2V 2J5
(44.67003, -63.49941)"
"006860","Eating Establishment","BKS Speakeasy","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.64806, -63.57164)"
"006861","Lounge","BKS Speakeasy","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.64806, -63.57164)"
"006862","Eating Establishment","Dickie Baxter Taproom & Bistro","9809 Main ST","Canning","NS","B0P 1H0","9809 Main ST
Canning, NS B0P 1H0
(45.15781, -64.42235)"
"006864","Cabaret","Dooly's Cabaret","963 Central AV","Greenwood","NS","B0P 1N0","963 Central AV
Greenwood, NS B0P 1N0
(44.96872, -64.92629)"
"006865","Eating Establishment","The Mellow Mug","64 Dellridge LN","Bedford","NS","B4A 0H1","64 Dellridge LN
Bedford, NS B4A 0H1
(44.701, -63.68875)"
"006866","Lounge","Young Pocha Korean Restaurant (BBQ)","5650 Spring Garden RD","Halifax","NS","B3J 1H4","5650 Spring Garden RD
Halifax, NS B3J 1H4
(44.64266, -63.57835)"
"006867","Eating Establishment","Sushi Jet","1577 South Park ST","Halifax","NS","B3J 2L2","1577 South Park ST
Halifax, NS B3J 2L2
(44.64378, -63.58049)"
"006868","Cabaret","Doolys - Antigonish","26 College ST","Antigonish","NS","B2G 2M5","26 College ST
Antigonish, NS B2G 2M5
(45.62153, -61.99157)"
"006869","Eating Establishment","Lou Pecou Pizzeria","5567 Cunard ST","Halifax","NS","B3K 1C5","5567 Cunard ST
Halifax, NS B3K 1C5
(44.65243, -63.58677)"
"006870","Club","North Sydney Senior & Pensioners Club","309 Commercial ST","North Sydney","NS","B2A 3M3","309 Commercial ST
North Sydney, NS B2A 3M3
(46.21001, -60.24791)"
"006871","Eating Establishment","The Atlantic Tavern","88 Gerrish ST","Windsor","NS","B0N 2T0","88 Gerrish ST
Windsor, NS B0N 2T0
(44.99456, -64.13746)"
"006872","Lounge","The Atlantic Tavern","88 Gerrish ST","Windsor","NS","B0N 2T0","88 Gerrish ST
Windsor, NS B0N 2T0
(44.99456, -64.13746)"
"006874","Eating Establishment","Bar Sofia","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.64806, -63.57164)"
"006875","Lounge","Bar Sofia","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.64806, -63.57164)"
"006876","Eating Establishment","Pho Maniac","1252 Hollis ST","Halifax","NS","B3J 1T6","1252 Hollis ST
Halifax, NS B3J 1T6
(44.64133, -63.56964)"
"006878","Eating Establishment","The Narrows Public House","2720 Gottingen ST","Halifax","NS","B3K 3C7","2720 Gottingen ST
Halifax, NS B3K 3C7
(44.65893, -63.59347)"
"006879","Lounge","The Narrows Public House","2720 Gottingen ST","Halifax","NS","B3K 3C7","2720 Gottingen ST
Halifax, NS B3K 3C7
(44.65893, -63.59347)"
"006880","Eating Establishment","Cafe Lunette","1741 Lower Water ST","Halifax","NS","B3J 0J2","1741 Lower Water ST
Halifax, NS B3J 0J2
(44.64832, -63.57179)"
"006881","Lounge","Cafe Lunette","1741 Lower Water ST","Halifax","NS","B3J 0J2","1741 Lower Water ST
Halifax, NS B3J 0J2
(44.64832, -63.57179)"
"006882","Eating Establishment","Bluenose Lodge","10 Falkland ST","Lunenburg","NS","B0J 2C0","10 Falkland ST
Lunenburg, NS B0J 2C0
(44.37817, -64.31715)"
"006883","Special Premises","Dobson Yacht Club","600 Westmount RD","Sydney","NS","B1R 1A6","600 Westmount RD
Sydney, NS B1R 1A6
(46.13684, -60.20513)"
"006884","Eating Establishment","Pane E Circo","1475 Lower Water ST","Halifax","NS","B3J 3Z2","1475 Lower Water ST
Halifax, NS B3J 3Z2
(44.64328, -63.56927)"
"006885","Eating Establishment","Anemone Dining","1496 Lower Water ST","Halifax","NS","B3J 3R5","1496 Lower Water ST
Halifax, NS B3J 3R5
(44.64432, -63.56985)"
"006886","Eating Establishment","Bella Vita Pizzeria","1465 St. Margaret's Bay RD","Lakeside","NS","B3T 1B3","1465 St. Margaret's Bay RD
Lakeside, NS B3T 1B3
(44.63767, -63.69806)"
"006887","Eating Establishment","Rascals Run Burrito Bar","139 Montague ST","Lunenburg","NS","B0J 2C0","139 Montague ST
Lunenburg, NS B0J 2C0
(44.37625, -64.30874)"
"006888","Cabaret","Village Taphouse","11 Bloom LN","Bedford","NS","B4B 2E6","11 Bloom LN
Bedford, NS B4B 2E6
(44.70755, -63.70984)"
"006889","Beverage Room","Island Folk Cider House","52 Nepean ST","Sydney","NS","B1P 6A8","52 Nepean ST
Sydney, NS B1P 6A8
(46.14282, -60.19607)"
"006890","Eating Establishment","Ori Foods","258 Wyse RD","Dartmouth","NS","B3A 1N2","258 Wyse RD
Dartmouth, NS B3A 1N2
(44.67544, -63.58599)"
"006891","Eating Establishment","Diners Delight Family Restaurant","7182 Hwy #1","Coldbrook","NS","B4R 1A2","7182 Hwy #1
Coldbrook, NS B4R 1A2
(45.06775, -64.56667)"
"006892","Eating Establishment","Edelweiss Restaurant","2433 Mount Hanley RD","Middleton","NS","B0S 1P0","2433 Mount Hanley RD
Middleton, NS B0S 1P0
(44.97883, -65.18173)"
"006893","Eating Establishment","Pur & Simple","6140 Young ST","Halifax","NS","B3K 0G2","6140 Young ST
Halifax, NS B3K 0G2
(44.65778, -63.60418)"
"006894","Special Premises","Chester Art Centre","60 Queen ST","Chester","NS","B0J 1J0","60 Queen ST
Chester, NS B0J 1J0
(44.56185, -64.22839)"
"006896","Eating Establishment","Side Hustle Snack Bar","21 Portland ST","Dartmouth","NS","B2Y 1H1","21 Portland ST
Dartmouth, NS B2Y 1H1
(44.66465, -63.56776)"
"006897","Lounge","Side Hustle Snack Bar","21 Portland ST","Dartmouth","NS","B2Y 1H1","21 Portland ST
Dartmouth, NS B2Y 1H1
(44.66465, -63.56776)"
"006898","Special Premises","Little Harbour Community Centre","4892 Little Harbour RD","Little Harbour","NS","B2H 5C4","4892 Little Harbour RD
Little Harbour, NS B2H 5C4
(45.63699, -62.56503)"
"006901","Eating Establishment","Pane e Circo","1515 Queen ST","Halifax","NS","B3J 1G1","1515 Queen ST
Halifax, NS B3J 1G1
(44.64353, -63.57619)"
"006902","Special Premises","Hell Bay Brewing Company","38 Legion ST","Liverpool","NS","B0T 1K0","38 Legion ST
Liverpool, NS B0T 1K0
(44.03825, -64.71754)"
"006903","Eating Establishment","Labour Day Picnic Cafe","12286 Peggys Cove RD","Glen Haven",,"B3Z 2R6","12286 Peggys Cove RD
Glen Haven,  B3Z 2R6
(44.64386, -63.90918)"
"006904","Eating Establishment","The Emerald Light Kitchen & Bar","151 Water ST","Shelburne","NS","B0T 1W0","151 Water ST
Shelburne, NS B0T 1W0
(43.76249, -65.3231)"
"006905","Eating Establishment","Iron Rooster Restaurant","1671 Barrington ST","Halifax","NS","B3J 1Z9","1671 Barrington ST
Halifax, NS B3J 1Z9
(44.64687, -63.57386)"
"006906","Lounge","North Star Beach Suites","15 Commercial ST","Louisbourg","NS","B1C 2J4","15 Commercial ST
Louisbourg, NS B1C 2J4
(45.91846, -59.97272)"
"006907","Club","Halifax Tars Rugby Club","106 Leiblin DR","Halifax","NS","B3R 1N4","106 Leiblin DR
Halifax, NS B3R 1N4
(44.59921, -63.63214)"
"006909","Eating Establishment","Steve - O - Reno's Cafe","1536 Brunswick ST","Halifax","NS","B3J 2G2","1536 Brunswick ST
Halifax, NS B3J 2G2
(44.64417, -63.57521)"
"006910","Eating Establishment","Scotia Curry","9989 St. Margaret's Bay RD","Hubbards","NS","B0J 1T0","9989 St. Margaret's Bay RD
Hubbards, NS B0J 1T0
(44.64404, -64.04423)"
"006911","Eating Establishment","Ray's Lebanese Cuisine, Bayer's Lake","120 Susie Lake CR","Halifax","NS","B3S 1C7","120 Susie Lake CR
Halifax, NS B3S 1C7
(44.64584, -63.67304)"
"006912","Eating Establishment","Sunroom Restaurant","28 Pleasant ST","Chester","NS","B0J 1J0","28 Pleasant ST
Chester, NS B0J 1J0
(44.53821, -64.24129)"
"006913","Club","HMCS Sackville","1655 Lower Water (Vessel)","Halifax","NS","B3J 1S2","1655 Lower Water (Vessel)
Halifax, NS B3J 1S2
(44.64654, -63.56992)"
"006914","Eating Establishment","Poke Go and Broth House","1588 Granville ST","Halifax","NS","B3J 1X1","1588 Granville ST
Halifax, NS B3J 1X1
(44.64607, -63.57274)"
"006915","Special Premises","City Harbour Cruises","1655 Lower Water (Sackvill","Halifax","NS","B3J 1S3","1655 Lower Water (Sackvill
Halifax, NS B3J 1S3
(44.64654, -63.56992)"
"006916","Eating Establishment","Crab Apple Cookery & Cafe","11377 Peggys Cove Road","Seabright","NS","B3Z 2Z3","11377 Peggys Cove Road
Seabright, NS B3Z 2Z3
(44.61499, -63.92572)"
"006917","Eating Establishment","Ragazzi Resto Bar","5187 Salter ST","Halifax","NS","B3J 1E6","5187 Salter ST
Halifax, NS B3J 1E6
(44.64483, -63.57235)"
"006918","Lounge","Ragazzi Resto Bar","5187 Salter ST","Halifax","NS","B3J 1E6","5187 Salter ST
Halifax, NS B3J 1E6
(44.64483, -63.57235)"
"006919","Eating Establishment","V & E 's Chopsticks Restaurant","240 Westville RD","New Glasgow","NS","B2H 5J1","240 Westville RD
New Glasgow, NS B2H 5J1
(45.58403, -62.65503)"
"006920","Eating Establishment","Pizza Delight (Bayers Lake)","209 Chain Lake DR","Halifax","NS","B3S 1C9","209 Chain Lake DR
Halifax, NS B3S 1C9
(44.65108, -63.67638)"
"006923","Eating Establishment","The Beaver's Den-Dartmouth","91 Alderney DR","Dartmouth","NS","B2Y 4W9","91 Alderney DR
Dartmouth, NS B2Y 4W9
(44.6641, -63.56781)"
"006924","Lounge","The Beaver's Den-Dartmouth","91 Alderney DR","Dartmouth","NS","B2Y 4W9","91 Alderney DR
Dartmouth, NS B2Y 4W9
(44.6641, -63.56781)"
"006925","Eating Establishment","Neptune's Fork Inc.","1043 highway # 1","Cornwallis","NS","B0S 1H0","1043 highway # 1
Cornwallis, NS B0S 1H0
(44.65073, -65.63356)"
"006926","Eating Establishment","Lazy Daisy Cafe","222 St. George ST","Annapolis Royal","NS","B0S 1A0","222 St. George ST
Annapolis Royal, NS B0S 1A0
(44.74478, -65.51936)"
"006927","Eating Establishment","Seoul Restaurant","11 Bloom LN","Bedford","NS","B4B 2E6","11 Bloom LN
Bedford, NS B4B 2E6
(44.70755, -63.70984)"
"006928","Cabaret","HTH","15 Lakelands BL","Halifax","NS","B3S 1A2","15 Lakelands BL
Halifax, NS B3S 1A2
(44.6371, -63.6688)"
"006929","Eating Establishment","Northumberland Links Golf Club","1776 Gulf Shore RD","Gulf Shore","NS","B0K 1L0","1776 Gulf Shore RD
Gulf Shore, NS B0K 1L0
(45.87297, -63.57254)"
"006932","Eating Establishment","Le Rouge","15 Lakelands BL","Halifax","NS","B3S 1A2","15 Lakelands BL
Halifax, NS B3S 1A2
(44.6371, -63.6688)"
"006933","Lounge","Le Rouge","15 Lakelands BL","Halifax","NS","B3S 1A2","15 Lakelands BL
Halifax, NS B3S 1A2
(44.6371, -63.6688)"
"006934","Beverage Room","Sober Island Brewing Beer Garden","7895 Hwy #7","Musqudoboit Harbour","NS","B0J 2L0","7895 Hwy #7
Musqudoboit Harbour, NS B0J 2L0
(44.78628, -63.14913)"
"006935","Eating Establishment","Sushi Maru","1475 Bedford Highway","Bedford","NS","B4A 3Z5","1475 Bedford Highway
Bedford, NS B4A 3Z5
(44.73054, -63.66096)"
"006937","Eating Establishment","Alexandra's Pizza","378 Herring Cove RD","Halifax","NS","B3R 1W2","378 Herring Cove RD
Halifax, NS B3R 1W2
(44.61064, -63.61656)"
"006938","Special Premises","Halifax Tower Hotel","15 Lakelands BL","Halifax","NS","B3S 1A2","15 Lakelands BL
Halifax, NS B3S 1A2
(44.6371, -63.6688)"
"006939","Lounge","Neptune's Fork Inc.","1043 highway # 1","Cornwallis","NS","B0S 1H0","1043 highway # 1
Cornwallis, NS B0S 1H0
(44.65073, -65.63356)"
"006940","Eating Establishment","Wiley's By The Wharf","13909 Highway #6","Wallace","NS","B0K 1Y0","13909 Highway #6
Wallace, NS B0K 1Y0
(45.8137, -63.47382)"
"006941","Eating Establishment","The 5K Cafe","124 Chain Lake DR","Halifax","NS","B3S 1A2","124 Chain Lake DR
Halifax, NS B3S 1A2
(44.63882, -63.66148)"
"006942","Eating Establishment","Sarsoza's Cuisine","117 East Victoria ST","Amherst","NS","B4H 1X9","117 East Victoria ST
Amherst, NS B4H 1X9
(45.83502, -64.212)"
"006943","Special Premises","East Dover Community Hall","15 Leary's Cove RD","East Dover","NS","B3W 3W7","15 Leary's Cove RD
East Dover, NS B3W 3W7
(44.49688, -63.84942)"
"006944","Eating Establishment","Tilly's Kitchen","71 Stellarton RD","New Glasgow","NS","B2H 1L7","71 Stellarton RD
New Glasgow, NS B2H 1L7
(45.58885, -62.65057)"
"006945","Special Premises","Rosevale Golf Course","136 Redden RD","Martock","NS","B0N 2T0","136 Redden RD
Martock, NS B0N 2T0
(44.96515, -64.15801)"
"006946","Eating Establishment","Tribute Restaurant","1341 Lower Water ST","Halifax","NS","B3J 3Z2","1341 Lower Water ST
Halifax, NS B3J 3Z2
(44.64257, -63.56822)"
